code,invaders.geo,lat,lon
PA_0458, 16 rue Elise Borey,48.8664030000, 2.3909360000
PA_0459,Métro-Chevaleret. Paris,48.83454514,2.367082119
PA_0460,39P Rue Louise Weiss. 75013 Paris,48.83448,2.36935
PA_0461,Rue Charles Renouvier. 75020 Paris,48.86175,2.40026
PA_0462,44 Rue de Cléry. 75002 Paris,48.8683,2.34739
PA_0465,114 Rue de la Roquette. 75011 Paris,48.85694,2.3785
PA_0466,51 Rue de la Fontaine-au-Roi. 75011 Paris,48.86816,2.37346
PA_0467, parc de Belleville,48.8715670000, 2.3849690000
PA_0468,67 Rue Montorgueil. 75002 Paris,48.865897, 2.347077
PA_0470,64 Rue Tiquetonne. 75002 Paris,48.86484,2.34551
PA_0471,83 Rue de Ménilmontant. 75020 Paris,48.86885,2.3899
PA_0472,Rue Gaby Sylvia. 75011 Paris,48.85899,2.37099
PA_0473,3 Rue Saint-Sulpice. 75006 Paris,48.85148,2.33796
PA_0474,2 Rue de Prony. 75017 Paris,48.88062,2.30849
PA_0475,2 Avenue de la Grande Armée. 75017 Paris,48.87437,2.29333
PA_0476, 1 rue Paul Baudry,48.8718100400, 2.3060882091
PA_0477,  271b rue de Paris. Montreuil,48.854275, 2.415431
PA_0478,Paris. Paris,48.852190, 2.283762
PA_0480,14 Rue du Roi de Sicile. 75004 Paris,48.85591,2.35968
PA_0481, sous la plaque de rue du coin du parc,48.8449740000, 2.3324820000
PA_0482,24 Rue Pavée. 75004 Paris,48.85711,2.36172
PA_0484,24 Rue de Vienne. 75008 Paris,48.87817,2.3228399
PA_0485, 15 rue Paul Valérie,48.8702640000, 2.2899090000
PA_0486, 26 rue Vaneau,48.8529090000, 2.3190900000
PA_0488,79 Rue de Wattignies. 75012 Paris,48.83495,2.39994
PA_0489, 1 rue Clavel,48.8741114050, 2.3855942487
PA_0490,10 Rue du Chemin-de-Fer. 75019 Paris,48.89957,2.3911699
PA_0492, 21 rue du Soleil. PAris 20, 48.873944, 2.395232
PA_0493, 87 rue Saint-Honoré,48.8612400000, 2.3435000000
PA_0494, 41 rue Delambre,48.8413275280, 2.3251493275
PA_0495,Rue de Navarre. 75005 Paris,48.8444,2.35339
PA_0496,51 Boulevard Saint-Martin. 75003 Paris,48.86872,2.35615
PA_0497, sortie routière de Roissy-Charles-de-Gaulle,49.0067620000, 2.5281520000
PA_0498,64 Rue de La Rochefoucauld. 75009 Paris,48.88075,2.3357199
PA_0499, pont Eugène-Varlin,48.8775190000, 2.3655070000
PA_0501, au pied des escaliers du boulevard du Temple,48.8663610000, 2.3646730000
PA_0502,29 Rue Censier. 75005 Paris,48.84035,2.35292
PA_0503,74 Rue de Turenne. 75003 Paris,48.8604,2.36468
PA_0504,52 Rue des Rosiers. 75004 Paris,48.85774,2.35832
PA_0506,Square Pierre Lazareff. 75002 Paris,48.86715,2.34768
PA_0507,21 Rue Juliette Dodu. 75010 Paris,48.87531,2.36906
PA_0508, 9 rue des Prouvaires,48.8617020000, 2.3441750000
PA_0510, place de la Bastille,48.8532656000, 2.3706489801
PA_0514,Palais de Tokyo. Paris,48.86412048,2.297209978
PA_0515,278 Rue du Faubourg Saint-Antoine. 75012 Paris,48.84848,2.39362
PA_0516,Rue de Ménilmontant. 75020 Paris,48.86849,2.38888
PA_0517,13 Rue Froissart. 75003 Paris,48.86166,2.3654099
PA_0520, viaduc rue Jacques Kablé,48.8355460000, 2.4946960000
PA_0521, cimetière de Belleville,48.8755380000, 2.3998250000
PA_0522,Square Jules Ferry. Paris,48.86767578,2.367933035
PA_0523, face au 4 rue Jean du Bellay,48.8527870000, 2.3532240000
PA_0524, 244 avenue du Général de Gaulle. Champigny sur Marne,48.827007,2.508475
PA_0525, 16 rue Saint-Merri,48.8594820000, 2.3527590000
PA_0526, au croisement de l'A86 et de la ligne de RER E,48.8604320000, 2.4871260000
PA_0527, 74 rue Dunois,48.8331810000, 2.3662210000
PA_0528, 13 rue des Anglais,48.8506320000, 2.3475600000
PA_0529,Rue de Pontoise. 75005 Paris,48.84952,2.35173
PA_0530, 83 rue de la Mare,48.8735120000, 2.3884210000
PA_0531,129 Rue de Ménilmontant. 75020 Paris,48.87012,2.39502
PA_0532,113 Rue Oberkampf. 75011 Paris,48.86591,2.37815
PA_0533, sous le périph' porte de Cligancourt,48.9008160000, 2.3438110000
PA_0534,Palais de Tokyo. Paris,48.86412048,2.297209978
PA_0535,Rue de Terre-Neuve. 75020 Paris,48.85466,2.39864
PA_0536, 7 rue de la Planchette,48.8395200000, 2.3887100000
PA_0539, 30 rue Beaubourg dans la cour,48.8620140000, 2.3541910000
PA_0540, impasse Questre,48.8682000000, 2.3813100000
PA_0542,5 Rue de Rambouillet. 75012 Paris,48.84349,2.37931
PA_0543,1 Rue Duchefdelaville. 75013 Paris,48.8324799,2.37094
PA_0545, 62 rue Villiers de l'Isle Adam,48.8676100000, 2.3965900000
PA_0546, 320bis rue de Charenton,48.8319830000, 2.3971700000
PA_0547,Place Frehel. 75020 Paris,48.87314,2.38178
PA_0548, 103 rue du Faubourg du Temple,48.8709790000, 2.3738440000
PA_0549, 54 rue des Vinaigriers,48.8732619600, 2.3589451610
PA_0550, 8 rue de l'Échaudé,48.8548200000, 2.3366000000
PA_0551, 1 avenue Ibsen,48.8652350000, 2.4115010000
PA_0552,3 Rue Auber. 75009 Paris,48.87166,2.33026
PA_0553,74 Rue des Martyrs. 75018 Paris,48.88254,2.33975
PA_0554, 101 rue de Reuilly,48.8432570000, 2.3915610000
PA_0555,11 Boulevard Beaumarchais. 75004 Paris,48.85455,2.3685299
PA_0556,2 Rue de l'Hétel-Colbert. 75005 Paris,48.85188,2.34898
PA_0557,282 Rue Saint-Jacques. 75005 Paris,48.84162,2.34107
PA_0558,45 Rue de la Bréche aux Loups. 75012 Paris,48.83863,2.39591
PA_0559,1 Rue Raoul. 75012 Paris,48.83874,2.39638
PA_0560,65 Boulevard Flandrin. 75116 Paris,48.86855,2.27407
PA_0562, 20 rue des Cloys. 75018, 48.893, 2.340
PA_0563,2 Place du Palais-Royal. 75001 Paris,48.86237,2.33732
PA_0564,42 Boulevard de l'Hépital. 75005 Paris,48.84008,2.36155
PA_0565,3 Rue Philippe de Girard. 75010 Paris,48.88096,2.36184
PA_0566, 181 rue de la Roquette,48.8598670000, 2.3885140000
PA_0567, 117 rue Haxo,48.8760230000, 2.4022230000
PA_0568,2 Rue de l'Aqueduc. 75010 Paris,48.87995,2.35893
PA_0569,Paris. Paris,48.816040, 2.443858
PA_0570, 82 rue François Miron,48.8553000000, 2.3595000000
PA_0571, 10 boulevard de la Bastille,48.8472600000, 2.3674600000
PA_0572, 27 rue du Roi de Sicile,48.8564830000, 2.3573850000
PA_0573, rue de l'est. Paris 20, 48.871230, 2.393000
PA_0575,22 Rue de Poitou. 75003 Paris,48.8616,2.36298
PA_0576, 2 place du Carrousel,48.8624410000, 2.3352720000
PA_0577,5 Rue Levert. 75020 Paris,48.8737,2.39042
PA_0578,Place Henri Queuille. 75015 Paris,48.84511,2.31109
PA_0579,Place du Carrousel. 75001 Paris,48.86154,2.33454
PA_0580, 59 rue de la Verrerie,48.8579500000, 2.3528800000
PA_0581, entrée nord-est du Carrousel,48.8624650000, 2.3351640000
PA_0582,Rue Villedo. 75001 Paris,48.86624,2.33632
PA_0583,2 Impasse d'Amsterdam. 75008 Paris,48.8778099,2.32647
PA_0585,Métro-Rambuteau. Paris,48.86099243,2.353472948
PA_0586, 89 boulevard Beaumarchais,48.8591930000, 2.3674390000
PA_0587, Centre Pompidou. tuyau rue du renard, 48.8597, 2.3526
PA_0588, 5 rue Charles V,48.8526337950, 2.3632380366
PA_0589,1 Rue Mélingue. 75019 Paris,48.87448,2.38612
PA_0590,17 Rue étienne Marcel. 75001 Paris,48.86367,2.34937
PA_0591, villa du Clos de Malvert,48.8691060000, 2.3729970000
PA_0592,19 Rue Léon Frot. 75011 Paris,48.85427,2.3876
PA_0593,Place Balard. 75015 Paris,48.83649,2.27845
PA_0594,Place Balard. 75015 Paris,48.83649,2.27845
PA_0595,183 Rue de Lourmel. 75015 Paris,48.83794,2.2819
PA_0596,85 Rue de la Croix-Nivert. 75015 Paris,48.8434,2.29568
PA_0597,Métro-la Motte-Picquet-Grenelle. Paris,48.84906387,2.297804117
PA_0598,1 Avenue de la Motte-Picquet. 75007 Paris,48.85718,2.31017
PA_0599,2 Rue de l'Ourcq. 75019 Paris,48.88737,2.38474
PA_0600, entrée du tunnel de la porte Chaumont,48.8864870000, 2.3968770000
PA_0601, A86 à l'angle du stade Pierre de Coubertin,48.8598860000, 2.4853770000
PA_0602, cour de la Métairie,48.8738256150, 2.3855566978
PA_0604,36 Rue Erard. 75012 Paris,48.8467,2.38691
PA_0605, 1 place Suzanne Valadon,48.8843872940, 2.3424495756
PA_0606, 39 rue d'Aboukir,48.8671820000, 2.3449380000
PA_0607,48 Rue d'Orsel. 75018 Paris,48.88356,2.34211
PA_0608,1 avenue du Général de Gaulle. Champigny sur Marne,48.820429,2.484176
PA_0609,35 Boulevard de la Chapelle. 75010 Paris,48.88422,2.35986
PA_0610,Passage Stendhal. 75020 Paris,48.8616699,2.4009999
PA_0611,sur L'A3 vers Nord. sous le bd Georges Braque (pont grilles turquoises). Aulnay,48.961080, 2.473769
PA_0612,14 Rue du Renard. 75004 Paris,48.85883,2.3525999
PA_0613, derrière un poteau à l'entrée d'un tunnel,48.8162670000, 2.3612110000
PA_0614, bretelle de périphérique Porte Brancion,48.8262540000, 2.2984920000
PA_0615,17 Passage de la Bonne Graine. 75011 Paris,48.85258,2.37664
PA_0616, 31 place Saint-Ferdinand,48.8777280000, 2.2883330000
PA_0617,13 rue pierre Demours. 75017. Paris,48.880423, 2.292918
PA_0618,18 rue pierre Demours. 75017. Paris,48.880708, 2.293308
PA_0619, 47 rue Cardinet,48.8826180000, 2.3057800000
PA_0620, rue des Couronnes. vers passage Piat. Paris 20, 48.870443, 2.386678
PA_0621,Porte de Pantin. Paris,48.88800049,2.387000084
PA_0623, porte de la Gare côté Ivry,48.8272540000, 2.3859890000
PA_0624,10 Rue de Sévres. 75007 Paris,48.85193,2.32835
PA_0626,200 Rue de la Convention. 75015 Paris,48.83707,2.29658
PA_0629,Impasse Robiquet. 75006 Paris,48.84382,2.32568
PA_0630,30 Rue de Martignac. 75007 Paris,48.85755,2.31811
PA_0631,entree Nord de l'Opera. Paris,48.872880, 2.331271
PA_0635, 21 rue de Vaugirard,48.8487300000, 2.3326440000
PA_0636,32 Rue de Poissy. 75005 Paris,48.84803,2.35169
PA_0637, 22 place des Vosges,48.8559869700, 2.3666632175
PA_0638, 79 rue des Gravilliers,48.8647460000, 2.3534330000
PA_0639, 122 rue Lepic,48.8866700000, 2.3384430000
PA_0641,2 Rue d'Orchampt. 75018 Paris,48.88641,2.3378899
PA_0642,46 Rue Berthe. 75018 Paris,48.88598,2.33861
PA_0643, 21 rue des abesses. 75018, 48.885, 2.338
PA_0644,2 Rue Lamarck. 75018 Paris,48.8863399,2.34417
PA_0645,Rue Charles Monselet. 75019 Paris,48.8796,2.40048
PA_0646,Métro-Porte de Vanves. Paris,48.82794952,2.305006027
PA_0647, 66 rue Caulaincourt,48.8894706570, 2.3368343710
PA_0648, métro Pelleport,48.8682270000, 2.4014910000
PA_0649,1 Rue Gaston Pinot. 75019 Paris,48.88286,2.39008
PA_0650,1 Rue Désaugiers. 75016 Paris,48.84742,2.26803
PA_0652,20 Rue des Sablons. 75116 Paris,48.86494,2.28292
PA_0653,33 Rue du Colisée. 75008 Paris,48.871593,2.309855
PA_0654,39 Rue de Charonne. 75011 Paris,48.85335,2.37649
PA_0655,34 Rue Debelleyme. 75003 Paris,48.86213,2.36364
PA_0656, 112bis rue Championnet,48.8958900000, 2.3395000000
PA_0657, 3 avenue Jean Jaurès,48.8831800000, 2.3711150000
PA_0658, métro Saint-Fargeau,48.8716327390, 2.4041149020
PA_0659,194 Rue Championnet. 75018 Paris,48.89418,2.33215
PA_0660, 46 rue de Lévis,48.8834330000, 2.3140960000
PA_0661,41 Rue Ampére. 75017 Paris,48.88516,2.30294
PA_0663, 25 rue Guersant,48.8810890000, 2.2896030000
PA_0664,31 Rue des Acacias. 75017 Paris,48.87722,2.29229
PA_0665, 127 rue de Lauriston,48.8655599320, 2.2855666279
PA_0666,29 Quai de Grenelle. 75015 Paris,48.85268,2.28641
PA_0667, 64 avenue de Choisy,48.8236020000, 2.3621100000
PA_0669, pont ferroviaire de la porte des Poissonniers,48.8982930000, 2.3536500000
PA_0670, 17 rue de l'Équerre,48.8748630000, 2.3824390000
PA_0671,54 Avenue Simon Bolivar. 75019 Paris,48.87655,2.37805
PA_0672, 1 avenue Jean Aicard,48.8643565740, 2.3816621303
PA_0673,1 Rue de l'Ancienne Comédie. 75006 Paris,48.85351,2.33855
PA_0674, passage Alexandre,48.8402392170, 2.3154866690
PA_0675, 1bis rue Friant,48.8271250000, 2.3253170000
PA_0676,Rue Saint André des Arts , 48.8533605, 2.3413457
PA_0677,46 Rue de Seine. 75006 Paris,48.85476,2.33679
PA_0678,6 Rue de Seine. 75006 Paris,48.8572,2.3363999
PA_0679,1 Rue de l'Arbaléte. 75005 Paris,48.84043,2.35037
PA_0680, 4 rue de la Mare,48.8684960000, 2.3884930000
PA_0681, 10 rue d'Ormesson,48.8554470000, 2.3620380000
PA_0682,21 Rue des Francs-Bourgeois. 75004 Paris,48.85681,2.36293
PA_0683, 132 boulevard Richard Lenoir,48.8658316530, 2.3700052499
PA_0684,23BIS Rue Poliveau. 75005 Paris,48.84023,2.3593799
PA_0685, sortie 18 de l'A86,48.8582300000, 2.4881700000
PA_0686, muret le long du periph,48.8286270000, 2.3991390000
PA_0687, Pont National ,48.8280059, 2.3872916
PA_0689,Place du general Ingold. 75019 ,48.8721518, 2.3747225
PA_0690,Rue Jean-Henri Fabre. 75018 Paris,48.90117,2.33959
PA_0691,1 Rue Raffet. 75016 Paris,48.85046,2.26569
PA_0692,24 Rue du Docteur Blanche. 75016 Paris,48.85439,2.2654899
PA_0693, 15 rue Pierre Guérin,48.8489320000, 2.2664190000
PA_0694,26 Rue Poussin. 75016 Paris,48.84876,2.26328
PA_0695,1 Rue Jasmin. 75016 Paris,48.8524,2.26783
PA_0696,9 Rue Debelleyme. 75003 Paris,48.86094,2.36339
PA_0697,14 Boulevard Richard Lenoir. 75011 Paris,48.85496,2.37039
PA_0698, 10 rue Saint-Sabin,48.8551180000, 2.3720800000
PA_0699, 127 rue des Pyrénées,48.8573600000, 2.4039300000
PA_0700,65 Rue des Prés-Paris. 74970 Marignier,46.0842519,6.5133615
PA_0701, 1 rue Godefroy Cavaignac,48.8540200000, 2.3818700000
PA_0702, 98 rue de Charonne,48.8538091970, 2.3818498849
PA_0703,47 Rue de Charonne. 75011 Paris,48.85338,2.3776799
PA_0704,17 Rue de la Cerisaie. 75004 Paris,48.85197,2.36578
PA_0705,32 Rue de Patay. 75013 Paris,48.82549,2.37484
PA_0706, 42 villa Auguste Blanqui,48.8306420000, 2.3673990000
PA_0707,2 rue neuve Saint Pierre. 75004 ,48.8535065, 2.3641377
PA_0708, 11 passage Gauthier,48.8756955690, 2.3814368247
PA_0710,7 Rue de Lesdiguiéres. 75004 Paris,48.85286,2.36681
PA_0711,27 Rue des Tournelles. 75004 Paris,48.8558,2.36723
PA_0712,20 Rue de Dunkerque. 75010 Paris,48.88039,2.35346
PA_0713,1 Rue Taylor. 75010 Paris,48.8691699,2.35884
PA_0714,25 Rue Watt. 75013 Paris,48.8262002,2.378369
PA_0715,3 Cité Aubry. 75020 Paris,48.8574,2.39538
PA_0716, Sortie 1 - A3 - Montreuil Centre, 48.8696112, 2.4302707
PA_0717,2 Rue des Orteaux. 75020 Paris,48.85689,2.39798
PA_0718,39 Rue Basfroi. 75011 Paris,48.8556781,2.3784956
PA_0719, 1 rue Camille Desmoulins,48.8585900000, 2.3802000000
PA_0720,19 Rue de la Ferronnerie. 75001 Paris,48.8601699,2.34739
PA_0722,11 Rue Michel le Comte. 75003 Paris,48.86209,2.35622
PA_0723, 12 rue de Parme,48.8813310000, 2.3275240000
PA_0724,4 Rue Papillon. 75009 Paris,48.87595,2.34785
PA_0725,rue de Dunkerke , 48.8794997, 2.3576688
PA_0726,135 Rue de Rome. 75017 Paris,48.88572,2.31661
PA_0727,51 Rue de Clichy. 75009 Paris,48.88071,2.32859
PA_0728,18 Rue Caroline. 75017 Paris,48.88355,2.32343
PA_0729, cour du Havre,48.8758400000, 2.3260820000
PA_0730,6 Rue Bleue. 75009 Paris,48.87589,2.34726
PA_0731, 85 rue de la mare. 75020 , 48.8734598, 2.3863024
PA_0732,2 Rue Jouye-Rouve. 75020 Paris,48.87325,2.3825599
PA_0733, 38 rue du Moulin Joly,48.8705380000, 2.3777140000
PA_0734, 20 rue du Faubourg Montmartre,48.8731587650, 2.3430611193
PA_0735, 66 rue des Rochers,48.8789900000, 2.3190000000
PA_0736, 334 rue Saint-Honoré,48.8658000000, 2.3303600000
PA_0737,21 Rue Charles Friedel. 75020 Paris,48.87269,2.39595
PA_0738, 20 rue Clavel,48.8758310000, 2.3836080000
PA_0739,120 Rue de Ménilmontant. 75020 Paris,48.86992,2.39503
PA_0740,97 rue Claude Decaen,48.839090,2.396057
PA_0741, 194 boulevard de la Villette,48.8821200000, 2.3705260000
PA_0742,320 Rue des Pyrénées. 75020 Paris, 48.872943, 2.391039
PA_0743, 45 rue du Faubourg du Temple,48.8694944600, 2.3689699172
PA_0744,Paris. Paris,48.868930, 2.392035
PA_0746,79 Rue Charlot. 75003 Paris,48.86444,2.3642599
PA_0747,78 rue mazarine. Paris,48.853993,2.338231
PA_0748,Métro-Porte de la Villette. Paris,48.89905167,2.387109995
PA_0749,Paris. Paris,48.859021, 2.436419
PA_0750,4 Rue Bobillot. Montreuil, 48.857442861543895, 2.4348410861588627
PA_0751, 11 rue Girardot,48.8605050000, 2.4397180000
PA_0752,14 Boulevard édouard Branly. 93230 Romainville,48.87612,2.44097
PA_0753, 120 rue d'Avron,48.8529520000, 2.4079120000
PA_0754,59BIS Rue Popincourt. 75011 Paris,48.86021,2.37546
PA_0755, 6 rue de la Victoire,48.8750670000, 2.3405060000
PA_0756, 4 rue Flechier,48.8766200000, 2.3394130000
PA_0757,Square Marcel Sembat. 75018 Paris,48.89879,2.33889
PA_0758,44 Quai du Point-du-Jour. 92100 Boulogne-Billancourt,48.8308542,2.2569163
PA_0759, sur un pilotis Canal +, 48.831073, 2.256929
PA_0760, Quai du point du jour. sur le pont , 48.834847, 2.262112
PA_0761,1 Quai Louis Blériot. 75016 Paris,48.85118,2.2785
PA_0762,99 Boulevard de Montmorency. 75016 Paris,48.84859,2.26071
PA_0763, A3/Boulevard Edouard Branly,48.8759490000, 2.4412320000
PA_0764,28 Rue Serpente. 75006 Paris,48.85246,2.3415499
PA_0765,17 Rue de l'Estrapade. 75005 Paris,48.84476,2.34647
PA_0766,97 Rue Mouffetard. 75005 Paris,48.84127,2.34972
PA_0767,Rue du Fer-é-Moulin. 75005 Paris,48.8389499,2.3535499
PA_0768,75 avenue daumesnil,48.846216,2.377664
PA_0769,65 Rue Vieille-du-Temple. 75004 Paris,48.85872,2.35849
PA_0770,6 Rue de la Tour d'Auvergne. 75009 Paris,48.87886,2.3451
PA_0771,132 rue des Pyrénées. Paris,48.858756,2.402953
PA_0772, entrée du CIDJ. 6 rue Jean Rey. Paris 15e , 48.855324, 2.290299
PA_0773, à l'interieur du Grand Palais. sous la verriere , 48.866243, 2.312497
PA_0774,119 Avenue Parmentier. 75011 Paris,48.86857,2.3719
PA_0775,4 Place des Victoires. 75001 Paris,48.86578,2.34063
PA_0776,14 Rue de Castellane. 75008 Paris,48.8726,2.32428
PA_0777, 2 rue tiquetonne. Paris 2em , 48.864385, 2.349892
PA_0778, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8204000000, 2.3749200000
PA_0779, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8204200000, 2.3748800000
PA_0780,12 Rue Madame. 75006 Paris,48.85123,2.33195
PA_0781, 2 rue des Boulangers,48.8460860000, 2.3543200000
PA_0782, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8204400000, 2.3749000000
PA_0783, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8204600000, 2.3749400000
PA_0784, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8204800000, 2.3749600000
PA_0785,130 Rue de Bagnolet. 75020 Paris,48.86088,2.40502
PA_0786, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8205000000, 2.3749800000
PA_0787, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8205200000, 2.3750000000
PA_0788, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8205400000, 2.3748600000
PA_0789,  (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8205600000, 2.3748400000
PA_0790, (avec 10 autres de PA_778 a 790) périphérique le long des immeubles de la rue Maryse Bastié,48.8205800000, 2.3748200000
PA_0791, peripherique sur les poutres horizontales, 48.821, 2.3746
PA_0792, peripherique sur les poutres horizontales, 48.821, 2.3747
PA_0793, peripherique sur les poutres horizontales, 48.821, 2.3748
PA_0794, peripherique sur les poutres horizontales, 48.821, 2.3749
PA_0795,8 Cour du Commerce Saint-André. 75006 Paris,48.85265,2.33929
PA_0796,110 Rue Vieille-du-Temple. 75003 Paris,48.86109,2.36303
PA_0797,77 Rue de Lille. 75007 Paris,48.8599,2.32485
PA_0798,184 Boulevard Saint-Germain. 75006 Paris,48.85445,2.33121
PA_0799, 20 Minutes France. 50/52 Boulevard Haussman , 48.873400, 2.330182
PA_0800,56BIS Rue du Louvre. 75002 Paris,48.8656099,2.34341
PA_0801,Maison De Serge Gainsbourg. Paris,48.85724258,2.331731081
PA_0802,27 Rue du Four. 75006 Paris,48.85261,2.3338199
PA_0803, entrée de la Cour du Commerce Saint-André,48.8524980000, 2.3392470000
PA_0804, peripherique sur les poutres horizontales, 48.82, 2.3746
PA_0805, peripherique sur les poutres horizontales, 48.8203, 2.3747
PA_0806, peripherique sur les poutres horizontales, 48.8206, 2.3748
PA_0807, peripherique sur les poutres horizontales, 48.8208, 2.3749
PA_0808,Cours Albert 1er. au pied d'une sorte de stale , 48.864743, 2.302177
PA_0809,7 Rue Lasson. 75012 Paris,48.84324,2.40627
PA_0810, 1 passage Turquetil,48.8505270000, 2.3928990000
PA_0811, Est de la fontaine de Montreuil,48.8503588030, 2.3830729722
PA_0812, 12bis rue de Cotte,48.8493000000, 2.3777000000
PA_0813, passerelle Richerand,48.8718500000, 2.3652150000
PA_0814, 10 rue du Ponceau,48.8668800000, 2.3514200000
PA_0815,15 Rue du Renard. 75004 Paris,48.8585485,2.3517952
PA_0816,Sully - Morland. Paris,48.85142517,2.361893892
PA_0817,1 Rue Saint-Blaise. 75020 Paris,48.86018,2.40431
PA_0818,68 Rue Saint-Sabin. 75011 Paris,48.85964,2.3685299
PA_0819,2 Rue Bailleul. 75001 Paris,48.86096,2.34231
PA_0820,10 Rue de Bretagne. 75003 Paris,48.86248,2.3635799
PA_0821,81 Boulevard de Charonne. 75011 Paris,48.8544399,2.39569
PA_0822,2 Rue de Lesseps. 75020 Paris,48.85841,2.40072
PA_0823,145 Avenue Jean Jaurés. 75019 Paris,48.88688,2.38521
PA_0824,102 Rue de Bagnolet. 75020 Paris,48.85936,2.40271
PA_0825, 186 Rue de Paris. 93100 Montreuil, 48.855782, 2.423265
PA_0826,22 Rue Dénoyez. 75020 Paris,48.87205,2.3783599
PA_0827,1BIS Rue des Rondonneaux. 75020 Paris,48.86331,2.3995
PA_0828, 38 rue de Terre Neuve,48.8547640000, 2.3990580000
PA_0829, 104 rue de Buzenval,48.8550990000, 2.3989480000
PA_0830,68 Rue des Orteaux. 75020 Paris,48.8561,2.40525
PA_0831,Métro-Buzenval. Paris,48.85189438,2.400949001
PA_0832,100 Rue de la Réunion. 75020 Paris,48.85756,2.39946
PA_0833,Paris. Paris,48.857584, 2.399331
PA_0834,  entrée du Père Lachaise,48.8583700000, 2.3987400000
PA_0834, Entrée du Père Lachaise. 120 rue de la Reunion. 75020 Paris,48.858768, 2.399024
PA_0835, 13 rue de Lasseps,48.8591600000, 2.3996100000
PA_0836,11 Passage Thiéré. 75011 Paris,48.8539,2.37383
PA_0837,53BIS Rue de la Roquette. 75011 Paris,48.85587,2.37514
PA_0838,Boulevard de Charonne. 75020 Paris,48.85493,2.39573
PA_0839,20 Rue de la Grande-Truanderie. 75001 Paris,48.86292,2.34876
PA_0840,23 rue Pierre Lescot , 48.863701, 2.349066
PA_0841,4 Rue Marie Stuart. 75002 Paris,48.86502,2.34835
PA_0842,  PA_1040. 32 rue Saint-Roch,48.8665030000, 2.3331210000
PA_0843,Rue de Rivoli. 75001 Paris,48.86256,2.33583
PA_0844,20 Rue de Courcelles. 75008 Paris,48.87418,2.31027
PA_0845,73 Rue La Boétie. 75008 Paris,48.87236,2.3097
PA_0846,4 Rue Réaumur. 75003 Paris,48.8648499,2.35941
PA_0847,Métro-Volontaires. Paris,48.84181976,2.307838917
PA_0848,Rue de l'Armorique. 75015 Paris,48.83949,2.31472
PA_0849, 3 rue du Maine,48.8405320000, 2.3237020000
PA_0850,Rue Poinsot. 75014 Paris,48.84104,2.3234
PA_0851,14BIS Rue de la Grande-Chaumiére. 75006 Paris,48.84221,2.33038
PA_0852,10 Rue Saint-Maur. 75011 Paris,48.8593,2.38302
PA_0853,12 Rue de la Grange-aux-Belles. 75010 Paris,48.8739599,2.36545
PA_0854,1 Rue de Tombouctou. 75018 Paris,48.88452,2.35617
PA_0855,Rue Lepic. Paris,48.88750076,2.335278034
PA_0856, 2 rue du Mont Cenis. 75018, 48.887, 2.341
PA_0857,Place du Tertre. 75018 Paris,48.88661,2.341
PA_0858,1 Rue La Bruyére. 75009 Paris,48.87882,2.33686
PA_0859,1 Rue de la Lune. 75002 Paris,48.8696551,2.3517598
PA_0860,1 Rue de l'Oratoire. 75001 Paris,48.86145,2.33993
PA_0861,30 Passage Saint-Sébastien. 75011 Paris,48.86187,2.37031
PA_0862,127 Rue du Faubourg Saint-Honoré. 75008 Paris,48.87327,2.30941
PA_0863, statue derrière le stade Charlety,48.8167340000, 2.3474420000
PA_0864,Place Saint-Georges. 75009 Paris,48.87836,2.33759
PA_0865,53 Rue Blanche. 75009 Paris,48.88121,2.312943148
PA_0866,Rue Paul Escudier. 75009 Paris,48.88053,2.33225
PA_0867,30 Boulevard de Courcelles. 75017 Paris,48.88094,2.3118599
PA_0868, 1 boulevard Malsherbes,48.8697900000, 2.3232200000
PA_0869,Quai de Valmy. 75010 Paris,48.87686,2.3647
PA_0870,Paris. Paris,48.871781, 2.364597
PA_0871,29 Rue de Terre-Neuve. 75020 Paris,48.85496,2.3991699
PA_0872,Paris. Paris,48.881558, 2.368472
PA_0873,Rue du Chat-qui-Péche. Paris,48.85305786,2.346111059
PA_0874, rue de la huchette. paris 5 , 48.853012, 2.345674
PA_0875,2 Rue des Peupliers. 75013 Paris,48.82543,2.35379
PA_0876, 109 Rue de Tolbiac. Paris. Île-de-France, 48.826631, 2.364058
PA_0877,146 Rue de Paris. Montreuil,48.856141,2.424958
PA_0878,17 rue Payenne. Paris,48.858739,2.362755
PA_0879,22 Rue Saint-Sabin. 75011 Paris,48.85595,2.37147
PA_0880,4 Rue de Beaune. 75007 Paris,48.85888,2.32985
PA_0881,20 Rue du Bac. 75007 Paris,48.85819,2.32822
