
lat;long;text
48.8299000000; 2.3035600000; Space Invader PA_0366, 127 rue Castagnary
48.8654110000; 2.3850350000; Space Invader PA_1211, 1 passage Mondésir
48.8597640000; 2.3525340000; Space Invader PA_0109, tuyau d'évacuation du Centre Pompidou
48.8713900000; 2.3607800000; Space Invader PA_1212, 16 place Jacques Bonsergent
48.8608800000; 2.3485600000; Space Invader PA_1213, 4 rue Berger
48.8675700000; 2.3332900000; Space Invader PA_1215, 3 rue Danielle Casanova
48.8429790000; 2.4018230000; Space Invader PA_1214, 42 rue Leroy Dupré
48.8348400000; 2.4003900000; Space Invader PA_0488, 79 rue de Wattignies
48.8278800000; 2.3514600000; Space Invader PA_0079, 5 rue Chéreau
48.8906700000; 2.3764800000; Space Invader PA_1218, 2 rue Mathys
48.8755900000; 2.3989600000; Space Invader PA_1219, 261 rue de Belleville
48.8629980000; 2.2755140000; Space Invader PA_0264, 115 rue de la Tour
48.8734660000; 2.2850790000; Space Invader PA_1216, 1 rue Duret
48.8716940000; 2.3525840000; Space Invader PA_1220, 7 rue d'Enghien
48.8444970000; 2.3525570000; Space Invader PA_0495, 17 rue de Navarre
48.8445300000; 2.3519110000; Space Invader PA_1221, place Benjamin Fondane
48.8449040000; 2.4056490000; Space Invader PA_1224, 57 avenue du docteur Netter
48.8639350000; 2.3809040000; Space Invader PA_1222, 90 avenue de la République
48.8867000000; 2.3849900000; Space Invader PA_0823, 145 avenue Jean Jaurès
48.8867840000; 2.3848610000; Space Invader PA_0599, 2 rue de l'Ourcq
48.8875080000; 2.3444450000; Space Invader PA_0286, 28 rue du Chevalier de la Barre
48.8638610000; 2.3202270000; Space Invader PA_1217, pont de la Concorde
48.8578500000; 2.2779300000; Space Invader PA_1223, 1 place de Passy
48.8488750000; 2.3782640000; Space Invader PA_1082, place d'Aligre
48.8469100000; 2.4084500000; Space Invader PA_1225  1226, 100 cours de Vincennes
48.8444180000; 2.3817210000; Space Invader PA_1227, 129 coulée verte René-Dumont
48.8767160000; 2.3395760000; Space Invader PA_1229, 62 rue Lamartine
48.8735710000; 2.3347580000; Space Invader PA_1230, 7 rue Lafayette
48.8899100000; 2.3829500000; Space Invader PA_0228, pont de la rue de l'Ourcq
48.8374280000; 2.3314910000; Space Invader PA_0208, métro Raspail
48.8334900000; 2.3629900000; Space Invader PA_1240, 114 boulevard Vincent Auriol
48.8344960000; 2.3573610000; Space Invader PA_1228, 22 rue Watteau
48.8404360000; 2.3460440000; Space Invader PA_1235  1236, 72 rue Claude Bernard
48.8883590000; 2.3920770000; Space Invader PA_1231  1237, 200 avenue Jean Jaurès
48.8493940000; 2.3517150000; Space Invader PA_0529, 15 rue de Pontoise
48.8593830000; 2.3888550000; Space Invader PA_1243, 15 boulevard de Ménilmontant
48.7916100000; 2.8691600000; Space Invader PA_1234, Obélisque de Villeneuve-le-Comte
48.8498600000; 2.4025560000; Space Invader PA_1242, 26 rue de la Plaine
48.8264860000; 2.3787690000; Space Invader PA_0714, 25 rue Watt
48.9209390000; 2.4111010000; Space Invader PA_1239, 54 avenue Paul Vaillant Couturier
48.8488510000; 2.3485190000; Space Invader PA_0003, 14 rue de la Montagne Sainte-Geneviève
48.8560070000; 2.3666770000; Space Invader PA_0084, 15 rue du Pas de la Mule
48.8496040000; 2.3558280000; Space Invader PA_1241, 1 quai de la Tournelle
48.8941570000; 2.3320850000; Space Invader PA_0659, 194 rue Championnet
48.8807780000; 2.3357300000; Space Invader PA_0498, 64 rue de la Rochefoucauld
48.8658250000; 2.3406670000; Space Invader PA_0775, 4 place des Victoires
48.8610710000; 2.3504940000; Space Invader PA_0002, 45 rue Quincampoix
48.8501200000; 2.3552400000; Space Invader PA_1245, pont de la Tournelle
48.8626700000; 2.3674800000; Space Invader PA_1244, 4 rue Oberkampf
48.8811940000; 2.4024370000; Space Invader PA_1247, Hôpital Robert Debré
48.8528300000; 2.3520590000; Space Invader PA_1246, 12 pont Saint-Louis
48.8168510000; 2.4426830000; Space Invader PA_0569, passerelle de Charentonneau
48.8641100000; 2.3704800000; Space Invader PA_1248, 101 boulevard Richard Lenoir
48.8575010000; 2.3543990000; Space Invader PA_1249, 24 rue de la Verrerie
48.8794240000; 2.2916300000; Space Invader PA_1251, 8 place Tristan Bernard
48.8453700000; 2.4091700000; Space Invader PA_1133, 19 rue Montera
48.8640180000; 2.4081270000; Space Invader PA_1250, 176 rue de Bagnolet
48.8665700000; 2.3406500000; Space Invader PA_1255, 5 place des Petits Pères
48.8659000000; 2.3037350000; Space Invader PA_1253, 1 rue du Boccador
48.9361420000; 2.4048800000; Space Invader PA_1238, Cimetière de la Courneuve
48.8660530000; 2.2861010000; Space Invader PA_1252, 110 rue Lauriston
48.8687830000; 2.3037450000; Space Invader PA_1254, 23 rue Marbeuf
48.8652940000; 2.3564720000; Space Invader PA_0193, 29 rue de Réaumur
48.8541600000; 2.3710700000; Space Invader PA_1258, 13 rue de la Roquette
48.8775900000; 2.3520000000; Space Invader PA_1256, 29 rue des Petits Hôtels
48.8646250000; 2.3007750000; Space Invader PA_1257, 1 avenue du Président Wilson
48.8607610000; 2.3409700000; Space Invader PA_1260, 8 rue de l'Amiral de Coligny
48.8382970000; 2.3888990000; Space Invader PA_1261, 73 boulevard de Bercy
48.8635060000; 2.3404780000; Space Invader PA_1262, 7 rue du Bouloi
48.8647600000; 2.3957100000; Space Invader PA_0421, 71 rue des Rondeaux
48.8780100000; 2.3768200000; Space Invader PA_0201, 19 rue Georges Lardennois
48.8584400000; 2.3421300000; Space Invader PA_1263, Pont Neuf
48.8539230000; 2.3766190000; Space Invader PA_0028, face au 5 rue Keller
48.8821830000; 2.3927710000; Space Invader PA_0984, 1 place Rhin et Danube
48.8314900000; 2.3685600000; Space Invader PA_0385, 41 rue Dunois
48.8327380000; 2.4931390000; Space Invader PA_1259, 39 boulevard Albert 1er
48.8666680000; 2.3580420000; Space Invader PA_1266, 41 rue Volta
48.8603070000; 2.3521550000; Space Invader PA_1265, Centre Georges Pompidou
48.8835080000; 2.3274280000; Space Invader PA_0206, place de Clichy
48.8876470000; 2.3405670000; Space Invader PA_0165, 5 rue Cortot
48.8856390000; 2.3380700000; Space Invader PA_0066, PA_0067  PA_0068, 63 rue des Trois Frères
48.8583380000; 2.3426400000; Space Invader PA_1268, Pont-Neuf
48.8495610000; 2.3959220000; Space Invader PA_1267, 2 avenue de Bouvines
48.8662620000; 2.3355760000; Space Invader PA_1269, 28 rue Sainte-Anne
48.8548020000; 2.3590200000; Space Invader PA_0071, 5 rue de Fourcy
48.8617400000; 2.3613100000; Space Invader PA_0378, 45 rue de Poitou
48.8593890000; 2.3530030000; Space Invader PA_0331, 2 rue Pierre au Lard
48.8528700000; 2.4065600000; Space Invader PA_0278, 53 rue des Maraîchers
48.8864900000; 2.3747300000; Space Invader PA_1270, passerelle du Bassin de la Villette
48.8668870000; 2.3492920000; Space Invader PA_0506, square Pierre Lazareff
48.8155330000; 2.3562890000; Space Invader PA_0441, 7 rue Gabriel Péri
48.8194080000; 2.2954270000; Space Invader PA_0897, 1 boulevard Gabriel Péri
48.8459800000; 2.3544100000; Space Invader PA_1273, 39 rue Linné
48.8360640000; 2.4838490000; Space Invader PA_1271, Square de la Fontaine
48.8590100000; 2.4361250000; Space Invader PA_0749, face au conservatoire de Montreuil
48.8543380000; 2.4155530000; Space Invader PA_0477, 267b rue de Paris
48.8555950000; 2.2877520000; Space Invader PA_0966, pont de Bir-Hakeim
48.8715520000; 2.3147160000; Space Invader PA_0449, 73 rue du Faubourg Saint-Honoré
48.8826300000; 2.3439000000; Space Invader PA_1275, 12 place d'Anvers
48.8867000000; 2.3406200000; Space Invader PA_1276, 21 place du Tertre
48.8646000000; 2.2967000000; Space Invader PA_0534, entrée du Palais de Tokyo
48.8743020000; 2.3312380000; Space Invader PA_1278, 80 rue de Provence
48.8664500000; 2.3729000000; Space Invader PA_1277, 52 rue Jean-Pierre Timbaud
48.8348590000; 2.2840390000; Space Invader PA_1274, 10 square Desnouettes
48.8287900000; 2.2995400000; Space Invader PA_1279, 86 Boulevard Lefebvre
48.8821830000; 2.3156500000; Space Invader PA_1280, 14 rue de Lévis
48.8654500000; 2.3602800000; Space Invader PA_1281, 2 rue des Fontaines du Temple
48.8410830000; 2.3200920000; Space Invader PA_0388, Gare Montparnasse
48.8596700000; 2.3459300000; Space Invader PA_1283, 3 rue des Déchargeurs
48.8460800000; 2.4236600000; Space Invader PA_1282, 106 avenue Auber
48.8076370000; 2.1309040000; Space Invader VRS_001, 2 rue du Baillage
48.8063040000; 2.1308670000; Space Invader VRS_002, rue des 2 Portes
48.8012790000; 2.1253000000; Space Invader VRS_005, 10 rue de Fontenay
48.8071000000; 2.1321900000; Space Invader VRS_004, carré à la Marée
48.8055090000; 2.1303210000; Space Invader VRS_003, 1 rue des Deux Portes
48.8741400000; 2.3743500000; Space Invader PA_0991, 33 boulevard de la Villette
48.8574110000; 2.3992980000; Space Invader PA_0833, dans l'Abribus
48.8490800000; 2.3341200000; Space Invader PA_0592, 19 rue Férou
48.8941410000; 2.3049170000; Space Invader PA_1284, pont ferroviaire
48.8631760000; 2.4131190000; Space Invader PA_1285, porte de Bagnolet
48.8019690000; 2.1292810000; Space Invader VRS_006, 2 avenue de Paris
48.8085840000; 2.1294150000; Space Invader VRS_007, 2 rue Saint-Lazare
48.8333850000; 2.3545260000; Space Invader PA_0024, 73 avenue des Gobelins
48.8721830000; 2.3651300000; Space Invader PA_0430, le Comptoire Général
48.8831490000; 2.3658420000; Space Invader PA_0444, 14 rue Chaudron
48.8258570000; 2.3526750000; Space Invader PA_0942, 2 passage Foubert
48.8601660000; 2.3421570000; Space Invader PA_1264, Musée en Herbes
48.8002840000; 2.1247580000; Space Invader VRS_008, 40 rue du Vieux Versailles
48.8006170000; 2.1284590000; Space Invader VRS_009, 12 avenue du Général de Gaulle
48.8322820000; 2.1529280000; Space Invader VRS_010, 48 boulevard de Jardy
48.8585720000; 2.3596390000; Space Invader PA_0115, impasse des Arbalétriers
48.8631400000; 2.4487300000; Space Invader PA_1286, face au 72 rue de Rosny
48.8837740000; 2.3712450000; Space Invader PA_1288, 5 quai de Loire
48.8644630000; 2.3007900000; Space Invader PA_1289  PA_1290, place de l'Alma
48.8901720000; 2.3390080000; Space Invader PA_1292, 13 rue Darwin
48.8359360000; 2.3585020000; Space Invader PA_1293, 2 rue Titien
48.8607000000; 2.3637220000; Space Invader PA_0158, 7 rue Debelleyme.
48.8591160000; 2.4396330000; Space Invader PA_1291, 48 rue du Capitaine Dreyfus
48.8366700000; 2.3316800000; Space Invader PA_0317, devant la Fondation Cartier
48.8654100000; 2.3947500000; Space Invader PA_0339, square du Docteur-Grancher
48.8865200000; 2.3611600000; Space Invader PA_0329, 14 rue Pajol
48.8503800000; 2.2657700000; Space Invader PA_0691, 1 rue Rafflet
48.8056100000; 2.1353600000; Space Invader VRS_011, 65 avenue de Saint-Cloud
48.8063000000; 2.1272800000; Space Invader VRS_012, 1 place Hoche
48.8724300000; 2.3137900000; Space Invader PA_1294, 34 rue de Penthièvre
48.8600200000; 2.3500800000; Space Invader PA_1295, 4 place Edmond Michelet
48.7984730000; 2.1532250000; Space Invader VRS_013, pavillon de l'Octroi
48.7981000000; 2.1349900000; Space Invader VRS_014, 25 rue de Noailles
48.8619090000; 2.4232830000; Space Invader PA_1287, 18 rue du Ravin
48.8237100000; 2.3224800000; Space Invader PA_1296, 1 rue Albert Sorel
48.8444700000; 2.3901200000; Space Invader PA_1297, 89 rue de Reuilly
48.8561500000; 2.3825600000; Space Invader PA_1301, 11 rue François de Neufchâteau
48.8542110000; 2.3388470000; Space Invader PA_1299, 42 rue Dauphine
48.8612500000; 2.3506800000; Space Invader PA_0031, 30 rue de Venise
48.8336760000; 2.2430250000; Space Invader PA_1298, 1 avenue André Morizet
48.8207730000; 2.3759910000; Space Invader PA_1300, Maison Internationale de séjour pour jeunes actifs
48.8065200000; 2.1247700000; Space Invader VRS_015, 15 rue du Peintre Lebrun
48.7996000000; 2.1242900000; Space Invader VRS_016, 40 rue de l'Orangerie
48.8602080000; 2.4037040000; Space Invader PA_0190, 1 rue Stendhal
48.8570500000; 2.3930500000; Space Invader PA_0212, 123 boulevard de Charonne
48.8094000000; 2.1251500000; Space Invader VRS_017, 27 rue des Réservoirs
48.8050250000; 2.1271110000; Space Invader VRS_018, 17 rue Colbert
48.7979500000; 2.1231830000; Space Invader VRS_019, 0 rue d'Anjou
48.8600700000; 2.3665400000; Space Invader PA_1303, 3 rue Saint-Claude
48.8826100000; 2.3615400000; Space Invader PA_1302, 1 rue Cail
48.8793900000; 2.3844400000; Space Invader PA_0986, face à la rue du Tunnel
48.8478700000; 2.3508300000; Space Invader PA_1304  1305, 17 rue Monge
48.8738800000; 2.3953100000; Space Invader PA_0492, 36 rue du Soleil
48.8726500000; 2.3637700000; Space Invader PA_0447, à l'intérieur d'Artazart
48.8766200000; 2.3394130000; Space Invader PA_0756, 4 rue Flechier
48.8592530000; 2.3540450000; Space Invader PA_0103, 30 rue du Temple, dans la cour
48.8620140000; 2.3541910000; Space Invader PA_0539, 30 rue Beaubourg dans la cour
48.8664030000; 2.3909360000; Space Invader PA_0458, 16 rue Elise Borey
48.8271250000; 2.3253170000; Space Invader PA_0675, 1bis rue Friant
48.8604320000; 2.4871260000; Space Invader PA_0526, au croisement de l'A86 et de la ligne de RER E
49.0067620000; 2.5281520000; Space Invader PA_0497, sortie routière de Roissy-Charles-de-Gaulle
48.8595880000; 2.3795180000; Space Invader PA_1000  PA_1001, dans le hall de la Générale
48.8813310000; 2.3275240000; Space Invader PA_0723, 12 rue de Parme
48.8799680000; 2.2877790000; Space Invader PA_0996, face au 89 avenue des Ternes
48.8190100000; 2.3294000000; Space Invader PA_0896, 23 avenue du Docteur Lannelongue
48.8195700000; 2.3736700000; Space Invader PA_0219, face au 8 rue André Voguet
48.8365400000; 2.3797300000; Space Invader PA_1307, parc de Bercy
48.8199870000; 2.3106610000; Space Invader PA_1306, 46 avenue Pierre Brossolette
48.8580900000; 2.3092500000; Space Invader PA_1312, 22 rue de la Comète
48.8469920000; 2.2745200000; Space Invader PA_1309, pont Mirabeau
48.8694600000; 2.3247500000; Space Invader PA_0353, sortie de métro face au 27 boulevard de la Madeleine
48.8335900000; 2.2440500000; Space Invader PA_1308, 103 avenue Edouard Vaillant
48.8729370000; 2.3160540000; Space Invader PA_1310, 14 rue Penthièvre
48.8505270000; 2.3928990000; Space Invader PA_0810, 1 passage Turquetil
48.8600640000; 2.3077140000; Space Invader PA_1311, 15 rue Jean Nicot
48.8718500000; 2.3652150000; Space Invader PA_0813, passerelle Richerand
48.8234650000; 2.3253420000; Space Invader PA_1315, 142 avenue du Général Leclerc
48.8925400000; 2.3416780000; Space Invader PA_1313, 22 rue Duc
48.8398070000; 2.3498350000; Space Invader PA_1314, 139 rue Mouffetard
48.8731740000; 2.3531760000; Space Invader PA_1318, 11 rue des Petites Écuries
48.8534780000; 2.3424710000; Space Invader PA_1317, 17 rue Gît le Cœur
48.8333510000; 2.3793870000; Space Invader PA_0209, sur la coque du Batofar
48.8789600000; 2.3446490000; Space Invader PA_1320, 12 rue de la Tour d'Auvergne
48.8752110000; 2.3408230000; Space Invader PA_1322, 53 rue du Faubourg Montmartre
48.8767410000; 2.3486390000; Space Invader PA_1321, 87 rue du Faubourg Montmartre
48.8550990000; 2.3989480000; Space Invader PA_0829, 104 rue de Buzenval
48.8745200000; 2.3549300000; Space Invader PA_1324, 4 rue Paradis
48.8757100000; 2.3490600000; Space Invader PA_1325, 56 rue de Paradis
48.8770600000; 2.3480200000; Space Invader PA_1326, 85 rue la Fayette
48.8495800000; 2.4039190000; Space Invader PA_1323, square Sarah Bernhart
48.8247910000; 2.3623160000; Space Invader PA_1316, 74 rue Baudricourt
48.8766830000; 2.3513800000; Space Invader PA_1328, 84 rue de Hauteville
48.8750960000; 2.3517860000; Space Invader PA_1327, 27bis rue de Paradis
48.8758600000; 2.3477300000; Space Invader PA_1329, 2 rue Bleue
48.8362490000; 2.3549420000; Space Invader PA_1330, 20 rue Pirandello
48.8924120000; 2.3399380000; Space Invader PA_0562, 27 rue du Ruisseau
48.8269360000; 2.3545070000; Space Invader PA_1331, 11 rue Henri Michaux
48.8475320000; 2.3530490000; Space Invader PA_1332, 46 rue des Fossés Saint-Bernard
48.8689920000; 2.3311370000; Space Invader PA_1333, 10 rue de la Paix
48.8683340000; 2.3301200000; Space Invader PA_1334, 25 place Vendôme
48.8520940000; 2.3371190000; Space Invader PA_1337, 93 rue de Seine
48.8504000000; 2.3855200000; Space Invader PA_1336, 24 rue de Montreuil
48.8002920000; 2.1322510000; Space Invader VRS_021, 0 rue de Limoges
48.8008110000; 2.1199120000; Space Invader VRS_020, allée du Potager
48.8790020000; 2.3036070000; Space Invader PA_0268, 96 rue de Courcelles
48.8529090000; 2.3190900000; Space Invader PA_0486, 26 rue Vaneau
48.8162670000; 2.3612110000; Space Invader PA_0613, derrière un poteau à l'entrée d'un tunnel
48.8053600000; 2.1258000000; Space Invader VRS_022, 16 rue Sainte-Anne
48.8649600000; 2.3939700000; Space Invader PA_0325, 17 rue Robineau
48.7623950000; 2.3404190000; Space Invader PA_1184, croisement E50/A6B
48.8470400000; 2.3326300000; Space Invader PA_0094, porte Fleurus du jardin du Luxembourg
48.8630200000; 2.3710500000; Space Invader PA_0377, 52 boulevard Voltaire
48.8716300000; 2.3761500000; Space Invader PA_0279, 116 rue du Faubourg du Temple
48.8714630000; 2.3912850000; Space Invader PA_0358, 14 rue de Savies
48.8532030000; 2.3749370000; Space Invader PA_0038, 1 passage Thérié
48.8520000000; 2.3737600000; Space Invader PA_0128, 1 rue de Charonne
48.8298100000; 2.3017000000; Space Invader PA_0367, 108 rue Brancion
48.8431600000; 2.3494700000; Space Invader PA_1338, 62 rue Mouffetard
48.8765700000; 2.3443000000; Space Invader PA_1340, 1 rue de Rochechouart
48.8451300000; 2.4316370000; Space Invader PA_1339, 1 rue des Vignerons
48.8744600000; 2.3930540000; Space Invader PA_0442, 46 Olivier Métra
48.8157510000; 2.3619390000; Space Invader PA_0017, face à la rue Voltaire
48.8493000000; 2.3777000000; Space Invader PA_0812, 12bis rue de Cotte
48.8499480000; 2.3787800000; Space Invader PA_0904, 23 rue d'Aligre
48.8262540000; 2.2984920000; Space Invader PA_0614, bretelle de périphérique Porte Brancion
48.8476050000; 2.4310890000; Space Invader PA_1341, 40 avenue Aubert
48.8704600000; 2.3867700000; Space Invader PA_0620, escalier menant vers le passage Piat
48.8647700000; 2.3568620000; Space Invader PA_0450, 5 rue Volta
48.8542800000; 2.3501100000; Space Invader PA_1344, 26 rue Chanoinesse
48.8539600000; 2.3037900000; Space Invader PA_1342, place Joffre, allée Adrienne Lecouvreur
48.8564050000; 2.3096430000; Space Invader PA_1343, 72 boulevard de la Tour Maubourg
48.8236020000; 2.3621100000; Space Invader PA_0667, 64 avenue de Choisy
48.8777280000; 2.2883330000; Space Invader PA_0616, 31 place Saint-Ferdinand
48.8568290000; 2.3554650000; Space Invader PA_0070, 1 rue de la Verrerie
48.8547170000; 2.3629110000; Space Invader PA_0149, 1 rue de Turenne
48.8761500000; 2.3810940000; Space Invader PA_0443, entrée sud des Buttes Chaumont
48.8491210000; 2.3674680000; Space Invader PA_1346, pilier est du pont de l'Arsenal
48.8669700000; 2.3619900000; Space Invader PA_1347, 6 rue Notre-Dame-de-Nazareth
48.8540200000; 2.3818700000; Space Invader PA_0701, 1 rue Godefroy Cavaignac
48.8469100000; 2.3435500000; Space Invader PA_0163, 133 rue Saint-Jacques
48.8524410000; 2.3716070000; Space Invader PA_0211, 30 rue du Faubourg Saint-Antoine
48.8210700000; 2.4168260000; Space Invader PA_1345, 16 rue Jean-Baptiste Marty
48.8471990000; 2.3179140000; Space Invader PA_1350, 133 rue de Sèvres
48.8418480000; 2.3254790000; Space Invader PA_1351, 63 rue du Montparnasse
48.8624400000; 2.3201500000; Space Invader PA_0402, quai Anantole France
48.8302300000; 2.3342500000; Space Invader PA_1349, 51 rue de la Tombe Issoire
48.8624650000; 2.3351640000; Space Invader PA_0581, entrée nord-est du Carrousel
48.8593000000; 2.3530090000; Space Invader PA_0145, 9 rue Saint-Merri
48.8711310000; 2.3932940000; Space Invader PA_0432  573, 24 rue de l'Est
48.8643080000; 2.3477320000; Space Invader PA_0919, 12 rue Française
48.8668800000; 2.3514200000; Space Invader PA_0814, 10 rue du Ponceau
48.8280060000; 2.3895920000; Space Invader PA_0887, sur le bastion de Bercy
48.8700210000; 2.3941950000; Space Invader PA_0351, 121 rue de Ménilmontant
48.8682000000; 2.3813100000; Space Invader PA_0540, impasse Questre
48.8573600000; 2.4039300000; Space Invader PA_0699, 127 rue des Pyrénées
48.8559300000; 2.3506300000; Space Invader PA_0148, sur le pont d'Arcole
48.8537000000; 2.3426800000; Space Invader PA_0043, 26 rue de l'Hirondelle
48.8625860000; 2.3021840000; Space Invader PA_0399, pont de l'Alma
48.8516000000; 2.3779600000; Space Invader PA_0047, 4bis passage de la Main d'Or
48.8697900000; 2.3232200000; Space Invader PA_0868, 1 boulevard Malsherbes
48.8568100000; 2.4047300000; Space Invader PA_1128, 112 rue des Pyrénées
48.8182050000; 2.4242090000; Space Invader PA_1348, 39 rue du Maréchal Leclerc
48.8708400000; 2.3735500000; Space Invader PA_0283, 101 rue du Faubourg du Temple
48.8272500000; 2.5072100000; Space Invader PA_0179, entrée du tunnel de Champigny
48.8626680000; 2.3544100000; Space Invader PA_0396, 49 rue de Beaubourg
48.8257310000; 2.3601370000; Space Invader PA_1352, 117 avenue de Choisy
48.8327870000; 2.3550160000; Space Invader PA_1353, 9 rue Philippe de Champagne
48.8743050000; 2.3726110000; Space Invader PA_0198, 27 rue Sainte-Marthe
48.8806700000; 2.3604310000; Space Invader PA_1354, 18 rue de l'Aqueduc
48.8772470000; 2.3548110000; Space Invader PA_1355, 85bis boulevard Magenta
48.8479040000; 2.3928270000; Space Invader PA_1356, 168 boulevard Diderot
48.8911900000; 2.3318000000; Space Invader PA_0172, 21 rue Carpeaux
48.8796800000; 2.3240300000; Space Invader PA_1357, 2 rue de Saint-Petersbourg
48.8591600000; 2.3996100000; Space Invader PA_0835, 13 rue de Lasseps
48.8701370000; 2.3455640000; Space Invader PA_0021, 12 rue Saint-Fiacre
48.8671820000; 2.3449380000; Space Invader PA_0606, 39 rue d'Aboukir
48.8578800000; 2.3601800000; Space Invader PA_0188, 39 rue des Francs-Bourgeois
48.8474500000; 2.3435800000; Space Invader PA_0150, angle de la Sorbonne
48.8405320000; 2.3237020000; Space Invader PA_0849, 3 rue du Maine
48.8612070000; 2.3579490000; Space Invader PA_0027, fontaine des Haudriettes
48.8709500000; 2.2996400000; Space Invader PA_0236, 16 rue Magellan
48.8592220000; 2.2926810000; Space Invader PA_0126, pont d'Iéna (rive gauche)
48.8588100000; 2.3573100000; Space Invader PA_0379, 17 rue des Blancs-Manteaux
48.8472600000; 2.3674600000; Space Invader PA_0571, 10 boulevard de la Bastille
48.8268200000; 2.3507500000; Space Invader PA_0303, 24 passage Boiton
48.8535600000; 2.3536300000; Space Invader PA_0340, 45 quai de Bourbon
48.8527870000; 2.3532240000; Space Invader PA_0523, face au 4 rue Jean du Bellay
48.8866700000; 2.3384430000; Space Invader PA_0639, 122 rue Lepic
48.8730730000; 2.3635170000; Space Invader PA_0007, 89 quai de Valmy
48.8715370000; 2.3632210000; Space Invader PA_0416, 9 rue de Marseille
48.8373940000; 2.3741620000; Space Invader PA_0087, escalier du port de la Gare
48.8625970000; 2.3598940000; Space Invader PA_0029, 21 rue Pastourelle
48.9001800000; 2.3863900000; Space Invader PA_0911, 7Z place Auguste Baron
48.8608660000; 2.2918050000; Space Invader PA_0256, place de Varsovie
48.8488910000; 2.3420130000; Space Invader PA_1359, place de la Sorbonne
48.8460420000; 2.3430190000; Space Invader PA_1360, 2 rue des Fossés Saint-Jacques
48.8760250000; 2.3510350000; Space Invader PA_0159, 69 rue d'Hauteville
48.8645430000; 2.3476720000; Space Invader PA_0232, 11 rue Française
48.8371100000; 2.2963800000; Space Invader PA_0364, 347 rue de Vaugirard
48.8456240000; 2.3423190000; Space Invader PA_1358, 3 rue Royer-Collard
48.8755380000; 2.3998250000; Space Invader PA_0521, cimetière de Belleville
48.8355760000; 2.3753470000; Space Invader PA_0118, 1 rue Raymond Ayron
48.8531920000; 2.3437020000; Space Invader PA_0098  PA_0099, sur la fontaine Saint-Michel
48.8660540000; 2.3075210000; Space Invader PA_0238, 8 rue François 1er
48.8803650000; 2.2928170000; Space Invader PA_0617, 14 rue Pierre Demours
48.8594620000; 2.3705370000; Space Invader PA_1361, 3 allée Verte
48.8491870000; 2.3919030000; Space Invader PA_1362, 2 rue des Boulets
48.8784070000; 2.3492660000; Space Invader PA_0330, 102 rue du Faubourg Poissonnière
48.8551640000; 2.4193510000; Space Invader PA_1364, 2 rue Paul Bert
48.8331810000; 2.3662210000; Space Invader PA_0527, 74 rue Dunois
48.8621660000; 2.3022840000; Space Invader PA_0400, 93 quai d'Orsay
48.8866050000; 2.3774630000; Space Invader PA_1363, 70 quai de la Loire
48.8286270000; 2.3991390000; Space Invader PA_0686, 1 rue Marius Delcher
48.8198740000; 2.3736070000; Space Invader PA_0224, sur les panneaux d'information du périph'
48.8652350000; 2.4115010000; Space Invader PA_0551, 1 avenue Ibsen
48.8472690000; 2.4142880000; Space Invader PA_0431, rond-point de la porte de Vincennes
48.8342950000; 2.3324660000; Space Invader PA_0075, sur le piédestal du lion
48.8502720000; 2.3586740000; Space Invader PA_1365, 14 quai de Béthune
48.8513700000; 2.3763400000; Space Invader PA_1366, 90 avenue Ledru-Rollin
48.8674400000; 2.3638000000; Space Invader PA_0105, à droite du lion de la statue
48.8606680000; 2.3480060000; Space Invader PA_0251, à l'ouest de la fontaine des Innocents
48.8268000000; 2.3641640000; Space Invader PA_0272, 96 rue de Tolbiac
48.8726420000; 2.3311700000; Space Invader PA_0185, 8 rue Scribe
48.8617020000; 2.3441750000; Space Invader PA_0508, 9 rue des Prouvaires
48.8319830000; 2.3971700000; Space Invader PA_0546, 320bis rue de Charenton
48.8366220000; 2.3381290000; Space Invader PA_0320, 34 rue du Faubourg Saint-Jacques
48.8468920000; 2.4085960000; Space Invader PA_0082, pasage de la Voûte
48.8394400000; 2.3890050000; Space Invader PA_0097, 205 rue de Charenton
48.8167340000; 2.3474420000; Space Invader PA_0863, statue derrière le stade Charlety
48.8487300000; 2.3326440000; Space Invader PA_0635, 21 rue de Vaugirard
48.8629470000; 2.3092890000; Space Invader PA_0380, port du Gros-caillou
48.8435790000; 2.3302930000; Space Invader PA_0311, face au 5 rue Bréa
48.8647460000; 2.3534330000; Space Invader PA_0638, 79 rue des Gravilliers
48.8427100000; 2.3555100000; Space Invader PA_0305, face au 49 rue Geoffroy-Saint-Hilaire
48.8522670000; 2.3391780000; Space Invader PA_0046, statue de Danton
48.8383300000; 2.3570130000; Space Invader PA_0076, statue de Jeanne &quot;au secours&quot; d'Arc
48.8591930000; 2.3674390000; Space Invader PA_0586, 89 boulevard Beaumarchais
48.8867190000; 2.2959600000; Space Invader PA_1367, 160 boulevard Berthier
48.8707180000; 2.3459080000; Space Invader PA_0020, 20 rue Saint-Fiacre
48.8945250000; 2.3343370000; Space Invader PA_0890, 175bis rue Championnet
48.8629230000; 2.2722690000; Space Invader PA_0265, face au 27 boulevard Jules Sandeau
48.8587530000; 2.3328470000; Space Invader PA_0965, statue de Paris du pont du Carrousel
48.8585900000; 2.3802000000; Space Invader PA_0719, 1 rue Camille Desmoulins
48.8730100000; 2.3478100000; Space Invader PA_0327, 29 rue du Faubourg Poissonnière
