
lat;long;text
48.8664240000; 2.3328640000; Space Invader PA_0359, 45 rue Saint-Roch
48.8527340000; 2.3392400000; Space Invader PA_0795, 8 cour du Commerce Saint-André
48.8605050000; 2.4397180000; Space Invader PA_0751, 11 rue Girardot
48.8531980000; 2.3265410000; Space Invader PA_0374, 29 boulevard Raspail
48.8508120000; 2.3844820000; Space Invader PA_0944, 10 rue Faidherbe
48.8547640000; 2.3990580000; Space Invader PA_0828, 38 rue de Terre Neuve
48.8549060000; 2.3990890000; Space Invader PA_0871, 29 rue de Terre Neuve
48.8571190000; 2.3954690000; Space Invader PA_0715, 3 Cité Aubry
48.8536210000; 2.3896300000; Space Invader PA_0908, 10 cité Beauharnais
48.8567840000; 2.2729680000; Space Invader PA_1038, 5 rue Pajou
48.8748630000; 2.3824390000; Space Invader PA_0670, 17 rue de l'Équerre
48.8561370000; 2.4248490000; Space Invader PA_0877, 146 rue de Paris
48.8254520000; 2.3538160000; Space Invader PA_0875, 2 rue des Peupliers
48.8517850000; 2.3366080000; Space Invader PA_1076, Marché Saint-Germain
48.8720530000; 2.3089720000; Space Invader PA_1089, 79 rue de la Boétie
48.8475170000; 2.2680780000; Space Invader PA_0650, 1 rue Desaugiers
48.8684000000; 2.3793760000; Space Invader PA_0073, 93 rue Jean-Pierre Timbaud
48.8646850000; 2.4012480000; Space Invader PA_1045, 3 rue de la Chine
48.8638720000; 2.3859760000; Space Invader PA_0280, 8 rue Spinoza
48.8320370000; 2.2903550000; Space Invader PA_0357, 21 boulevard Lefebvre
48.8828810000; 2.3719150000; Space Invader PA_1091, fontaine du Conservatoire Municipal du 19e
48.8756690000; 2.3820550000; Space Invader PA_1092, 18-20 rue Pradier
48.8750580000; 2.3193180000; Space Invader PA_1025, 5 place Saint-Augustin
48.8473630000; 2.3950580000; Space Invader PA_1095, 18ter rue Jaucourt
48.8618170000; 2.3644110000; Space Invader PA_1094, 132 rue Vieille du Temple
48.8737960000; 2.3829380000; Space Invader PA_0221, 91 rue Rebeval
48.8586580000; 2.4028830000; Space Invader PA_0771, 132 rue des Pyrénées
48.8850390000; 2.3546150000; Space Invader PA_0906, 9 rue de la Goutte d'Or
48.8915980000; 2.3446640000; Space Invader PA_0111, école primaire Hermel
48.8886620000; 2.3465700000; Space Invader PA_1061, 29 rue ramey
48.8421830000; 2.3303380000; Space invader PA_0851, 14 Bis rue de la Grande Chaumière
48.8355460000; 2.4946960000; Space Invader PA_0520, viaduc rue Jacques Kablé
48.8726300000; 2.3240960000; Space Invader PA_0776, 14 rue Castellane
48.8681240000; 2.3248190000; Space Invader PA_0952, 4 rue du Chevalier de Saint-Georges
48.8267700000; 2.4663030000; Space Invader PA_1055, bretelle de sortie de l'autoroute de l'Est
48.8519540000; 2.4012550000; Space Invader PA_0831, métro Buzenval
48.8615270000; 2.3412500000; Space Invader PA_1097, 20 rue du Louvre
48.8411550000; 2.3560970000; Space Invader PA_1088, 77 rue Buffon
48.8425920000; 2.3861570000; Space Invader PA_0215  PA_1056, 0 rue Montgallet
48.8696390000; 2.4304600000; Space Invader PA_1096, 18 rue des Lilas ou presque
48.8797820000; 2.3995010000; Space Invader PA_0985, 52 boulevard Sérurier
48.8701720000; 2.3955430000; Space Invader PA_0516, 129-133 rue de Ménilmontant
48.8366770000; 2.2787820000; Space Invader PA_0594, place Balard
48.8673720000; 2.3191470000; Space Invader PA_1080, Espace Pierre Cardin
48.8560310000; 2.4058920000; Space Invader PA_0830, 68 rue des Orteaux
48.8269050000; 2.5088850000; Space Invader PA_0524, 244 avenue du Général de Gaulle
48.8160640000; 2.3570220000; Space Invader PA_0426, face au pavillon d'Italie
48.8462130000; 2.3780050000; Space Invader PA_0768, 42 boulevard Diderot
48.8525270000; 2.3893160000; Space Invader PA_1098, 1 cité Voltaire
48.8589340000; 2.3299370000; Space Invader PA_0880, 4 rue de Beaune
48.8718120000; 2.3099150000; Space Invader PA_0423, 63 avenue Franklin Delano Roosevelt
48.8722870000; 2.3135150000; Space Invader PA_1073, 41 rue de Penthièvre
48.8417760000; 2.3634710000; Space Invader PA_0936, boulevard de l'Hôpital sous le métro
48.8433390000; 2.2955860000; Space Invader PA_0596, 85 rue de la Croix Nivert
48.8646020000; 2.3719760000; Space Invader PA_0245, 47 rue Oberkampf
48.8557960000; 2.4230430000; Space Invader PA_0825, 186 rue de Paris
48.8558700000; 2.3597740000; Space Invader PA_0480, 14 rue du Roi de Sicile
48.8506450000; 2.3317680000; Space Invader PA_0181, 20-24 rue Madame
48.8737190000; 2.3098740000; Space Invader PA_0892, 7 avenue Myron Herrick
48.8501650000; 2.3629630000; Space Invader PA_0925, 17 boulevard Morland
48.8229330000; 2.3650820000; Space Invader PA_0350, école primaire de l'avenue d'Ivry
48.8699770000; 2.3115830000; Space Invader PA_1101, 7 avenue Matignon
48.8589050000; 2.3623210000; Space Invader PA_1102, place de Thorigny
48.8684960000; 2.3884930000; Space Invader PA_0680, 4 rue de la Mare
48.8655230000; 2.3366740000; Space Invader PA_0167  PA_0168, 37 rue Richelieu
48.8268480000; 2.3637560000; Space Invader PA_1108, 98 rue de Tolbiac
48.8291590000; 2.3534030000; Space Invader PA_1103, 3 passage du Moulin des Prés
48.8510270000; 2.3396810000; Space Invader PA_0229, rue Antoine Dubois
48.8616700000; 2.3624420000; Space Invader PA_0376, 28 rue de Poitou
48.8532570000; 2.3426960000; Space Invader PA_1107, place Saint-André des Arts
48.8953000000; 2.3459100000; Space Invader PA_1232, 102 rue du Mont Cenis
48.8845920000; 2.3634430000; Space Invader PA_1105, 16 boulevard de la Chapelle
48.8909010000; 2.3454180000; Space Invader PA_1106, 1 rue Ferdinand Flocon
48.8233100000; 2.3655080000; Space Invader PA_1109, 51 avenue d'Ivry
48.8783050000; 2.3426570000; Space Invader PA_1319, 1 rue de l'agent Bailly
48.8841150000; 2.3388400000; Space Invader PA_1053, 8 place des Abbesses
48.8457880000; 2.4138530000; Space Invader PA_1110, direction de la Voirie et des Déplacements
48.8342430000; 2.3644090000; Space Invader PA_1104, 68 rue Jenner
48.8851130000; 2.3268650000; Space Invader PA_1114, impasse de la Défense
48.8816730000; 2.2713230000; Space Invader PA_1111, 80 avenue Charles de Gaulle
48.8758310000; 2.3836080000; Space Invader PA_0738, 20 rue Clavel
48.8401200000; 2.3149800000; Space Invader PA_0848, 1 rue de l'Armorique
48.8775190000; 2.3655070000; Space Invader PA_0499, pont Eugène-Varlin
48.8898490000; 2.2501820000; Space Invader PA_1112, place de l'Iris
48.8522930000; 2.4042600000; Space Invader PA_1116, 74 rue d'Avron
48.8277650000; 2.3528810000; Space Invader PA_0055, 43 rue du Moulin des Prés
48.8544420000; 2.2654820000; Space Invader PA_0692, 24 rue du Docteur Blanche
48.8410100000; 2.3988840000; Space Invader PA_1120, 84 rue de Picpus
48.8522710000; 2.3012910000; Space Invader PA_0381, place Joffre, allée Thomy Thierry
48.8715670000; 2.3849690000; Space Invader PA_0467, parc de Belleville
48.8473430000; 2.4035800000; Space Invader PA_1121, 52 cours de Vincennes
48.8681940000; 2.3836770000; Space Invader PA_1028, 9 rue des Maronites
48.8201420000; 2.4842180000; Space Invader PA_0608, 1 avenue du Général de Gaulle
48.8602270000; 2.3637580000; Space Invader PA_1127, 10 rue du Roi Doré
48.8341960000; 2.3056860000; Space Invader PA_1123, 1 rue Santos-Dumont
48.8711750000; 2.3243060000; Space Invader PA_1126, 27 place de la Madeleine
48.8503500000; 2.3318850000; Space Invader PA_0183, 19 rue de Mézières
48.8962600000; 2.3844980000; Space Invader PA_1122, avenue Corentin Cariou
48.8914740000; 2.2855380000; Space Invader PA_0915, 69 rue Anatole France
48.8731410000; 2.3394790000; Space Invader PA_1124, 11 rue Chauchat
48.8396170000; 2.3959180000; Space Invader PA_1131, est de la Fontaine au Lions
48.8586450000; 2.3585030000; Space Invader PA_0034, 61 rue Vieille du Temple
48.8742850000; 2.3305770000; Space Invader PA_1125, 88 rue de Provence
48.8271820000; 2.3669770000; Space Invader PA_1134, 74 rue de Tolbiac
48.8471820000; 2.3750010000; Space Invader PA_1129, 19 rue Parrot
48.8445400000; 2.3723610000; Space Invader PA_1130, face au 194 rue de Bercy
48.8492420000; 2.3895100000; Space Invader PA_1135, 36 rue Tillier
48.8363880000; 2.3908020000; Space Invader PA_1132, 26 rue Coriolis
48.8688410000; 2.3371020000; Space Invader PA_0894, 11 rue Saint-Augustin
48.8550630000; 2.3367690000; Space Invader PA_0006, 40 rue de Seine
49.0044100000; 2.5672160000; Space Invader PA_1117, Terminal 2D Porte 6
48.8617970000; 2.3652880000; Space Invader PA_1064, 16 rue Froissart
48.8601020000; 2.3608830000; Space Invader PA_0407, 93 rue Vieille du Temple
48.8513750000; 2.3482570000; Space Invader PA_0155, 16 rue des Trois Portes
48.8465960000; 2.3514230000; Space Invader PA_0113, 46 rue du Cardinal Lemoine
48.8641530000; 2.2969050000; Space Invader PA_0514, Palais de Tokyo
48.8842710000; 2.3652630000; Space Invader PA_1090, métro Stalingrad
48.8829490000; 2.3858620000; Space Invader PA_0438, petite ceinture pont de la rue Manin
48.8334430000; 2.3706420000; Space Invader PA_0058, 14 rue Louise Weiss
48.8428480000; 2.3658520000; Space Invader PA_0147, gare d'Austerlitz
48.8471330000; 2.3314390000; Space Invader PA_0077, 10 rue de Fleurus
48.8702640000; 2.2899090000; Space Invader PA_0485, 15 rue Paul Valérie
48.8487730000; 2.2634000000; Space Invader PA_0694, 26 rue Poussin
48.8444560000; 2.2763310000; Space Invader PA_0233, 1 rue des Cévennes
48.8526160000; 2.2814380000; Space Invader PA_0478, pont du Rouelle
48.8369080000; 2.3723670000; Space Invader PA_0053, face au 16 boulevard Vincent Auriol
48.8651130000; 2.3442340000; Space Invader PA_0328, 40 rue Étienne Marcel
48.8723190000; 2.3781940000; Space Invader PA_0826, 22 rue Denoyez
48.8610410000; 2.3629330000; Space Invader PA_0796, 110 rue Vieille du Temple
48.8950250000; 2.4098200000; Space Invader PA_1137, pont Delizy
48.8983490000; 2.4066270000; Space Invader PA_1138, 112 avenue du Général Leclerc
48.8745040000; 2.2923560000; Space Invader PA_0428, 7 avenue de la Grande Armée
48.8717000000; 2.3645760000; Space Invader PA_0870, au dessus de chez Prune
48.8358820000; 2.3913040000; Space Invader PA_1136, 18 rue Coriolis
48.8616980000; 2.4003750000; Space Invader PA_0610, passage Stendhal
48.8776510000; 2.3705950000; Space Invader PA_0437, place du Colonel Fabien
48.8462420000; 2.3489760000; Space Invader PA_0157, 10 rue Clovis
48.9611870000; 2.4737460000; Space Invader PA_0611, boulevard Georges Braque
48.8606800000; 2.4029050000; Space Invader PA_0191, 21 chemin du Parc de Charonne
48.8769040000; 2.2827370000; Space Invader PA_0309, 1 boulevard de l'Amiral Bruix
48.8815670000; 2.3019580000; Space Invader PA_0903, 15 rue Cardinet
48.8740310000; 2.3853940000; Space Invader PA_1139, 93 rue de Belleville
48.8775040000; 2.4770930000; Space Invader PA_1118, boulevard Gabriel Péri sous le périph'
48.8350000000; 2.3269430000; Space Invader PA_0112, 19 rue Gassendi
48.8528110000; 2.3763670000; Space Invader PA_0452, 5 passage Saint-Antoine
48.8874430000; 2.3358940000; Space Invader PA_0855, 75 rue Lepic
48.8401990000; 2.3592130000; Space Invader PA_0684, 23bis rue Poliveau
48.8544070000; 2.3959690000; Space Invader PA_0821, édicule EDF face au 81 boulevard de Charonne
48.8777460000; 2.3262970000; Space Invader PA_0583, 2 impasse d'Amsterdam
48.8597000000; 2.3885250000; Space Invader PA_1115, 208 rue de la Roquette
48.8484190000; 2.3042090000; Space Invader PA_1141, Agence Spatiale Européenne
48.8629060000; 2.3487430000; Space Invader PA_0839, 20 rue de la Grande Truanderie
48.8425090000; 2.3717800000; Space Invader PA_0924, 56 quai de la Rapée
48.9008160000; 2.3438110000; Space Invader PA_0533, sous le périph' porte de Cligancourt
48.8682270000; 2.4014910000; Space Invader PA_0648, métro Pelleport
48.9102870000; 2.3440900000; Space Invader PA_0913, 42 avenue Michelet
48.8489320000; 2.2664190000; Space Invader PA_0693, 15 rue Pierre Guérin
48.8780730000; 2.3516800000; Space Invader PA_0205, parvis de Saint-Vincent-de-Paul
48.8690250000; 2.3562390000; Space Invader PA_0932, Théâtre de la Renaissance
48.8663410000; 2.3645330000; Space Invader PA_0963, 41 boulevard du Temple
48.8627500000; 2.3870930000; Space Invader PA_1146, 154 rue du Chemin Vert
48.8664690000; 2.3359570000; Space Invader PA_1140, 10 rue Villedo
48.8730240000; 2.3639290000; Space Invader PA_1147, pont de la Grange aux Belles
48.8268580000; 2.3820210000; Space Invader PA_1145, 1 rue de la Croix Jarry
48.8387400000; 2.3964190000; Space Invader PA_0559, 1 rue Raoul
48.8385790000; 2.3958900000; Space Invader PA_0558, 45 rue de la Brèche aux Loups
48.8497970000; 2.4002220000; Space Invader PA_1142, 8 rue de la Plaine
48.8194530000; 2.3730150000; Space Invader PA_0225, sur le pont du periph' porte d'Ivry
48.8257510000; 2.3834720000; Space Invader PA_1035, 14 rue Jean-Baptiste Berlier
48.8758410000; 2.2868320000; Space Invader PA_1143, place du Général Patton
48.8747510000; 2.2841920000; Space Invader PA_1144, 18 rue Piccini
48.8449280000; 2.3643850000; Space Invader PA_1150, quai Saint-Bernard
48.8545850000; 2.3626000000; Space Invader PA_1153, 87 rue Saint-Antoine
48.8685620000; 2.3632430000; Space Invader PA_1154, 0 rue Léon Jouhaux
48.8283660000; 2.3270610000; Space Invader PA_0312, parvis de Saint-Pierre de Montrouge
48.8522430000; 2.3650030000; Space Invader PA_0704, 17 rue de la Cerisaie
48.8576850000; 2.4144520000; Space Invader PA_1155, pont piéton de la rue Lucien Lambeau
48.8790660000; 2.3898570000; Space Invader PA_0302, 37 rue de Belleville
48.8642300000; 2.3302700000; Space Invader PA_1151, métro Tuileries
48.8565630000; 2.3568570000; Space Invader PA_1156, 12 rue Vieille du Temple
48.8639100000; 2.3548220000; Space Invader PA_1157, 81 rue de Beaubourg
48.9013070000; 2.3429030000; Space Invader PA_0690, 12 rue Jean-Henri Fabre
48.8511580000; 2.3981840000; Space Invader PA_1158, 33 boulevard de Charonne
48.8443210000; 2.2846360000; Space Invader PA_0059, 1 rue Lacordaire
48.8711810000; 2.3610700000; Space Invader PA_1163, 8 place Jacques Bonsergent
48.8524460000; 2.3569800000; Space Invader PA_1166, 1 quai de Bourbon
48.8747070000; 2.3058670000; Space Invader PA_1160, 165 rue du Faubourg Saint-Honoré
48.8680770000; 2.3487780000; Space Invader PA_1165, 48 rue du Caire
48.8851510000; 2.3036480000; Space Invader PA_1164, 130 avenue de Wagram
48.8497360000; 2.3325970000; Space Invader PA_1167, 84 rue Bonaparte
48.8641560000; 2.3554240000; Space Invader PA_1170, 45 rue des Gravilliers
48.8588280000; 2.3506470000; Space Invader PA_1172, 93 rue de la Verrerie
48.8564880000; 2.4031520000; Space Invader PA_0131, 53 rue des Orteaux
48.8485160000; 2.2604190000; Space Invader PA_0762, face au 99 boulevard de Montmorency
48.8468680000; 2.3478050000; Space Invader PA_1171, 68 rue de la Montagne Sainte-Geneviève
48.8369900000; 2.3911720000; Space Invader PA_1174, 14 rue des Fonds-Verts
48.8400960000; 2.3711440000; Space Invader PA_1173, terrasse du Wanderlust
48.8300740000; 2.3511540000; Space Invader PA_0315, face au 32 boulevard Auguste Blanqui
48.8586060000; 2.3590310000; Space Invader PA_1161, 42 rue des Francs-Bourgeois
48.8808380000; 2.2900730000; Space Invader PA_1182, 22 rue Guersant
48.8774030000; 2.3422560000; Space Invader PA_1176, 5 rue Rodier
48.8859970000; 2.3385380000; Space Invader PA_0642, 46 rue Berthe
48.8471050000; 2.3510850000; Space Invader PA_0004, 22 rue Monge
48.8553030000; 2.3999200000; Space Invader PA_0535, 37 rue de Terre Neuve
48.8687950000; 2.3402720000; Space Invader PA_1177, Agence France Presse
48.8731000000; 2.3633030000; Space Invader PA_1019, 23 rue des Vinaigriers
48.8430510000; 2.3467840000; Space Invader PA_0151, 28 rue Lhomond
48.8545650000; 2.3424480000; Space Invader PA_0392, 35 quai des Grands Augustins
48.8408180000; 2.3697720000; Space Invader PA_1093, Cité de la Mode et du Design
48.8414430000; 2.2252990000; Space Invader PA_0308, 2 quai du 4 septembre
48.8805780000; 2.3085770000; Space Invader PA_0474, 2 rue de Prony
48.9014610000; 2.3443310000; Space Invader PA_0418, 139 avenue Michelet
48.9008210000; 2.3448190000; Space Invader PA_0195, avenue de la porte Clignancourt
48.8603820000; 2.3646720000; Space Invader PA_0503, 74 rue de Turenne
48.8636100000; 2.3444860000; Space Invader PA_0060, église Saint-Eustache
48.8515990000; 2.3735520000; Space Invader PA_0175, 18 passage du Chantier
48.8377860000; 2.5210980000; Space Invader PA_1026, 52 Grande Rue Charles-de-Gaulle
48.8646650000; 2.2955820000; Space Invader PA_0424, 13 rue de la Manutention
48.8821030000; 2.4027020000; Space Invader PA_1187, 89 rue André Joineau
48.8685800000; 2.2740400000; Space Invader PA_0560, 65 boulevard Flandrin
48.8456040000; 2.4029380000; Space Invader PA_1183, 9 rue Marsoulan
48.8969630000; 2.3106920000; Space Invader PA_0994, 0 boulevard Duaumont
48.8528950000; 2.3863450000; Space Invader PA_0415, 34 rue Titon
48.8867560000; 2.3003920000; Space Invader PA_1168, 1 rue Verniquet
48.8538180000; 2.3740870000; Space Invader PA_0836, 11 passage Thiéré
48.8572000000; 2.3101670000; Space Invader PA_0598, 1 avenue de la Motte-Picquet
48.8853740000; 2.3406770000; Space Invader PA_0160, 16 rue André Barsacq
48.8533320000; 2.3612700000; Space Invader PA_1152, village Saint-Paul
48.7653940000; 2.3438900000; Space Invader PA_1048, Autoroute du Soleil
48.8633910000; 2.3994230000; Space Invader PA_0827, 1 bis rue des Rondonneaux
48.8919770000; 2.4100140000; Space Invader PA_0414, 2 rue du 11 Novembre 1918
48.8686850000; 2.3893940000; Space Invader PA_0307, 77 rue de Ménilmontant
48.8425020000; 2.3348580000; Space Invader PA_1188, 81 rue d'Assas
48.8441470000; 2.3503870000; Space Invader PA_1189, 43 rue Lacépède
48.8525890000; 2.3344190000; Space Invader PA_1190, 2 rue Princesse Leia
48.9091310000; 2.3360240000; Space Invader PA_0420, 45 rue Anselme
48.8774130000; 2.3423710000; Space Invader PA_1175, 2 rue Rodier
48.8445060000; 2.3723800000; Space Invader PA_0200, face au 194 rue de Bercy
48.8682990000; 2.3745160000; Space Invader PA_0248, 64 rue de la Fontaine au Roi
48.8706640000; 2.3733500000; Space Invader PA_0293, 84 rue du Faubourg du Temple
48.8534460000; 2.3794670000; Space Invader PA_1185, 59 rue de Charonne
48.8488610000; 2.3328830000; Space Invader PA_0322, 77 allée du Séminaire
48.8759640000; 2.3478270000; Space Invader PA_0724, 4 rue Papillon
48.8503700000; 2.3831600000; Space Invader PA_0371, Ouest de la fontaine de Montreuil
48.8818490000; 2.3208700000; Space Invader PA_0386, croisement rue de Rome/bvd des Batignolles
48.8683930000; 2.3882200000; Space Invader PA_0410, 0 rue de la Mare
48.8753790000; 2.3690370000; Space Invader PA_0507, 21 rue Juliette Dodu
48.8654440000; 2.3366590000; Space Invader PA_1100, à gauche de la Fontaine Molière
48.8669060000; 2.3533450000; Space Invader PA_0956, 5 rue Papin
48.8289530000; 2.3528850000; Space Invader PA_0078, 21 passage du Moulin des Prés
48.8694740000; 2.3672280000; Space Invader PA_0120, 44 quai de Jemmapes
48.8503220000; 2.2941310000; Space Invader PA_0951, face au 75 boulevard de Grenelle
48.8411000000; 2.3133360000; Space Invader PA_1196, 2 impasse Mathieu
48.8701500000; 2.3953480000; Space Invader PA_0531, 129 rue de Ménilmontant
48.8625270000; 2.3348690000; Space Invader PA_0579, entrée nord-ouest du Carrousel
48.8613380000; 2.3534070000; Space Invader PA_0585, métro Rambuteau
48.8525700000; 2.3767140000; Space Invader PA_0615, 17 passage de la Bonne Graine
48.8760960000; 2.4409290000; Space Invader PA_0752, 14 boulevard Edouard Branly
48.8586050000; 2.3519500000; Space Invader PA_0815, 15 rue du Renard
48.8584520000; 2.4006720000; Space Invader PA_0822, 2 rue de Lesseps
48.8719450000; 2.3646540000; Space Invader PA_0869, quai de Valmy
48.8753130000; 2.4407170000; Space Invader PA_0920, 41 boulevard Edouard Branly
48.8505920000; 2.2805800000; Space Invader PA_0970, allée des Cygnes
48.8785350000; 2.3452510000; Space Invader PA_1012, 32 rue de Rochechouart
48.8510570000; 2.3988190000; Space Invader PA_1149, 42 boulevard de Charonne
48.8784700000; 2.2986830000; Space Invader PA_1159, 6 place des Ternes
48.8620450000; 2.3486800000; Space Invader PA_1162, 14 rue des Précheurs
48.8989500000; 2.3595180000; Space Invader PA_1169, 6 avenue de la Porte de la Chapelle
48.8215600000; 2.3685320000; Space Invader PA_1178, 82 boulevard Masséna
48.8307870000; 2.3566520000; Space Invader PA_1179, 213 boulevard Vincent Auriol
48.8351020000; 2.3533360000; Space Invader PA_1180, 47 avenue des Gobelins
48.8748150000; 2.3285760000; Space Invader PA_1181, 58 rue Caumartin
48.8537170000; 2.3995350000; Space Invader PA_1186, 32 impasse de la Confiance
48.8147550000; 2.3553870000; Space Invader PA_1191, 1192, 1193, 1194  1195, le long de la D126B
48.8995790000; 2.3919810000; Space Invader PA_0490, 10 rue du Chemin de Fer
48.8803540000; 2.3535320000; Space Invader PA_0712, 20 rue de Dunkerque
48.8438780000; 2.3224310000; Space Invader PA_1197, 6 rue de l'Arrivée
48.8422760000; 2.3296850000; Space Invader PA_1198, 145 boulevard Raspail
48.8863550000; 2.3414690000; Space Invader PA_0169, 2 rue du Mont Cenis
48.8690210000; 2.3587750000; Space Invader PA_0713, 1 rue Taylor
48.8303190000; 2.3466810000; Space Invader PA_0937, face au 80 boulevard Auguste Blanqui
48.8509620000; 2.3319180000; Space Invader PA_0182, 18 rue Madame
48.8404870000; 2.3531320000; Space Invader PA_0122, rue de la Clef, sous le lierre
48.8699170000; 2.3232090000; Space Invader PA_0413, 3 boulevard Malsherbes
48.8698150000; 2.3783340000; Space Invader PA_0384, 26 rue du Moulin Joly
48.8681460000; 2.3734020000; Space Invader PA_0466, 51 rue de la Fontaine au Roi
48.8659570000; 2.3783790000; Space Invader PA_0049, 117 rue Oberkampf
48.8686230000; 2.3719130000; Space Invader PA_0774, 119 avenue Parmentier
48.8287240000; 2.3516040000; Space Invader PA_0056, 10 rue Simonet
48.8746730000; 2.2933250000; Space Invader PA_0475, 2 avenue de la Grande Armée
48.8499610000; 2.3307700000; Space Invader PA_0176, 12 rue Cassette
48.8643220000; 2.3499050000; Space Invader PA_0231, 1 rue Tiquetonne
48.7544620000; 2.3751990000; Space Invader PA_1041, rond-point d'Espagne
48.8590400000; 2.3713620000; Space Invader PA_0472, 11Z rue Gaby Sylvia
48.8317400000; 2.3850190000; Space Invader PA_0391, 114 quai de Bercy
48.7739990000; 2.4032050000; Space Invader PA_1042, A86 côté cimetière nouveau de Vitry
48.7737180000; 2.4033130000; Space Invader PA_1043, A86 côté cimetière communal de Choisy
48.8215670000; 2.3524320000; Space Invader PA_1199, Poterne des Peupliers
48.8494900000; 2.3743750000; Space Invader PA_0016, 76 avenue Ledru-Rollin
48.8374800000; 2.2553280000; Space Invader PA_0310  PA_1335, passerelle de la Porte de Saint-Cloud
48.8442300000; 2.3720400000; Space Invader PA_0218, Tunnel Van-Gogh
48.8468190000; 2.3751170000; Space Invader PA_0243, 8bis rue Abel
48.8616700000; 2.3654600000; Space Invader PA_0517, 13 rue Froissart
48.8681800000; 2.3652400000; Space Invader PA_0270, 2 rue Yves Toudic
48.8599930000; 2.3774480000; Space Invader PA_0194, 61 rue du Chemin Vert
48.8569770000; 2.3785460000; Space Invader PA_0465, 114 rue de la Roquette
48.8543700000; 2.3841580000; Space Invader PA_0323, 102 rue de Charonne
48.8534040000; 2.3850820000; Space Invader PA_0369, 7 rue Jules Vallès
48.8596260000; 2.3893500000; Space Invader PA_0332, 41 rue du Repos sous la plaque du cimètière
48.8562550000; 2.4055410000; Space Invader PA_0132, 97 rue des Maraîchers
48.8371910000; 2.3733050000; Space Invader PA_0036, face au 7 boulevard Vincent Auriol
48.8776760000; 2.3062450000; Space Invader PA_1004, 66 rue de Courcelles
48.8609450000; 2.3508140000; Space Invader PA_0436, Centre culturel de Serbie
48.8399070000; 2.3619750000; Space Invader PA_0102  PA_0564, 42 boulevard de l'Hôpital
48.8343950000; 2.3699520000; Space Invader PA_0460, 39P rue Louise Weiss
48.8862680000; 2.3378960000; Space Invader PA_0641, 2 rue d'Orchampt
48.8841630000; 2.3396650000; Space Invader PA_0161, 17 rue Yvonne Le Tac
48.8417340000; 2.4009530000; Space Invader PA_0154, métro de Bel-Air
48.8663620000; 2.3472590000; Space Invader PA_0061, 2 rue des Petits Carreaux
48.8683780000; 2.3475780000; Space Invader PA_0462, 44 rue de Cléry
48.8733560000; 2.3243850000; Space Invader PA_0124, 40 rue de l'Arcade
48.8885380000; 2.3412770000; Space Invader PA_0018, 16 rue Saint-Vincent
48.8790750000; 2.3369280000; Space Invader PA_0342, 19 rue Laferrière
48.8431630000; 2.3254740000; Space Invader PA_0347, passage des Épinettes
48.8524690000; 2.4060150000; Space Invader PA_0700, 65 rue des Pyrénées
48.8643800000; 2.3732600000; Space Invader PA_1201, 14 rue Ternaux
48.8502610000; 2.3734840000; Space Invader PA_0301, 44 rue de Charenton
48.8580560000; 2.3526730000; Space Invader PA_0282, 61 rue de la Verrerie
48.8609590000; 2.3505110000; Space Invader PA_0030, 44 rue Quincampoix
48.8522750000; 2.4032370000; Space Invader PA_1204, 61 rue d'Avron
48.8626300000; 2.3512500000; Space Invader PA_0110, 91 rue Quincampoix
48.8478230000; 2.3408950000; Space Invader PA_1203, 64 rue Monsieur le Prince
48.8342340000; 2.3554380000; Space Invader PA_0146, 2 rue Véronèse
48.8308970000; 2.2572810000; Space Invader PA_0758, 44 quai du Point du Jour
48.8525280000; 2.3473020000; Space Invader PA_1200, 35 rue de la Bûcherie
48.8519420000; 2.3284520000; Space Invader PA_0624, 10 rue de Sèvres
48.8846170000; 2.3705590000; Space Invader PA_0162, 8 quai de la Seine
48.8711090000; 2.3744270000; Space Invader PA_0222, 94 rue du Faubourg du Temple
48.8832490000; 2.3016970000; Space Invader PA_1202, 129 avenue de Wagram
48.8747020000; 2.3059260000; Space Invader PA_0178, 165 rue du Faubourg Saint-Honoré
48.8354570000; 2.3687360000; Space Invader PA_1205, bâtiment Marguerite Bottard
48.8407250000; 2.3979900000; Space Invader PA_0434, 19 rue Lamblardie
48.8599100000; 2.3542990000; Space Invader PA_0156, 2 rue Simon le Franc
48.8731180000; 2.3613510000; Space Invader PA_1207, 31 rue Lucien Sampaix
48.8662060000; 2.3688240000; Space Invader PA_1206, 22 avenue de la République
48.8313010000; 2.3790400000; Space Invader PA_0943, entrée des Frigos
48.8571900000; 2.3317500000; Space Invader PA_0801, maison de Serge Gainsbourg
48.8586590000; 2.3459150000; Space Invader PA_0354, 13 rue Jean Lantier
48.8687890000; 2.3562910000; Space Invader PA_0496, 51 boulevard Saint-Martin
48.8663790000; 2.3690360000; Space Invader PA_0522, Square Jules Ferry
48.8481170000; 2.3808310000; Space Invader PA_0015, 24 rue de Cîteaux
48.8521900000; 2.3389010000; Space Invader PA_1209, 99 boulevard Saint-Germain
48.8688500000; 2.3377620000; Space Invader PA_1210, 3 rue Saint-Augustin
48.8672420000; 2.3376160000; Space Invader PA_0095, 65 rue Richelieu
48.8598320000; 2.3334810000; Space Invader PA_0093, pont du Carroussel
48.8617650000; 2.4000090000; Space Invader PA_0461, 5-7 rue Charles Renouvier
48.8489200000; 2.3216600000; Space Invader PA_0345, 95 rue de Sèvres
48.8339510000; 2.3094200000; Space Invader PA_1208, 35 rue Castagnary
