lat;long;text;invader;code;artist;address;address2;yena2
48.8650170000; 2.3585050000; Space Invader PA_1046, 22 rue Réaumur; Space Invader PA_1046;PA_1046; PA;, 22 rue Réaumur; 22 rue Réaumur;
48.8532100000; 2.3360900000; Space Invader PA_1075, 158 boulevard Saint-Germain; Space Invader PA_1075;PA_1075; PA;, 158 boulevard Saint-Germain; 158 boulevard Saint-Germain;
48.8575510000; 2.3993870000; Space Invader PA_0832, 100 rue de la Réunion; Space Invader PA_0832;PA_0832; PA;, 100 rue de la Réunion; 100 rue de la Réunion;
48.8474010000; 2.3754630000; Space Invader PA_0013, 47 avenue Daumesnil; Space Invader PA_0013;PA_0013; PA;, 47 avenue Daumesnil; 47 avenue Daumesnil;
48.8482170000; 2.3760690000; Space Invader PA_0223, 20 rue Abel; Space Invader PA_0223;PA_0223; PA;, 20 rue Abel; 20 rue Abel;
48.8837510000; 2.3506540000; Space Invader PA_0988, métro Barbès-Rochechouart; Space Invader PA_0988;PA_0988; PA;, métro Barbès-Rochechouart; métro Barbès-Rochechouart;
48.8567680000; 2.3956040000; Space Invader PA_1027, Cité Aubry; Space Invader PA_1027;PA_1027; PA;, Cité Aubry; Cité Aubry;
48.8584900000; 2.3892100000; Space Invader PA_1009, 1 boulevard de Ménilmontant; Space Invader PA_1009;PA_1009; PA;, 1 boulevard de Ménilmontant; 1 boulevard de Ménilmontant;
48.8435420000; 2.3255090000; Space Invader PA_0629, impasse Robiquet; Space Invader PA_0629;PA_0629; PA;, impasse Robiquet; impasse Robiquet;
48.8865300000; 2.3413600000; Space Invader PA_0856, rue Saint-Eleuthere; Space Invader PA_0856;PA_0856; PA;, rue Saint-Eleuthere; rue Saint-Eleuthere;
48.8712750000; 2.3157330000; Space Invader PA_1074, 22 rue du Cirque; Space Invader PA_1074;PA_1074; PA;, 22 rue du Cirque; 22 rue du Cirque;
48.8691350000; 2.3774770000; Space Invader PA_0271, 7 rue Vancouleurs; Space Invader PA_0271;PA_0271; PA;, 7 rue Vancouleurs; 7 rue Vancouleurs;
48.8337400000; 2.2439900000; Space Invader PA_0757, place Marcel Sembat; Space Invader PA_0757;PA_0757; PA;, place Marcel Sembat; place Marcel Sembat;
48.8705380000; 2.3777140000; Space Invader PA_0733, 38 rue du Moulin Joly; Space Invader PA_0733;PA_0733; PA;, 38 rue du Moulin Joly; 38 rue du Moulin Joly;
48.8857080000; 2.3349020000; Space Invader PA_1077, 65 rue des Abbesses; Space Invader PA_1077;PA_1077; PA;, 65 rue des Abbesses; 65 rue des Abbesses;
48.8384770000; 2.3001030000; Space Invader PA_0901, 1 rue Léon Delhomme; Space Invader PA_0901;PA_0901; PA;, 1 rue Léon Delhomme; 1 rue Léon Delhomme;
48.8863700000; 2.3405710000; Space Invader PA_0857, sud-ouest de la place du Tertre; Space Invader PA_0857;PA_0857; PA;, sud-ouest de la place du Tertre; sud-ouest de la place du Tertre;
48.8396160000; 2.3562290000; Space Invader PA_0767, 0 rue du Fer à Moulin; Space Invader PA_0767;PA_0767; PA;, 0 rue du Fer à Moulin; 0 rue du Fer à Moulin;
48.8855800000; 2.3498400000; Space Invader PA_1233, 2 rue des Poissonniers; Space Invader PA_1233;PA_1233; PA;, 2 rue des Poissonniers; 2 rue des Poissonniers;
48.8645620000; 2.3896310000; Space Invader PA_0453, 24 à 32 rue des Amandiers; Space Invader PA_0453;PA_0453; PA;, 24 à 32 rue des Amandiers; 24 à 32 rue des Amandiers;
48.9034610000; 2.3919090000; Space Invader PA_0910, 72 avenue Jean Jaurès; Space Invader PA_0910;PA_0910; PA;, 72 avenue Jean Jaurès; 72 avenue Jean Jaurès;
48.8646580000; 2.4084170000; Space Invader PA_1066, McDo de la porte de Bagnolet; Space Invader PA_1066;PA_1066; PA;, McDo de la porte de Bagnolet; McDo de la porte de Bagnolet;
48.8485290000; 2.3985850000; Space Invader PA_1070, pavillon Saint-Louis; Space Invader PA_1070;PA_1070; PA;, pavillon Saint-Louis; pavillon Saint-Louis;
48.8524980000; 2.3392470000; Space Invader PA_0803, entrée de la Cour du Commerce Saint-André; Space Invader PA_0803;PA_0803; PA;, entrée de la Cour du Commerce Saint-André; entrée de la Cour du Commerce Saint-André;
48.8760230000; 2.4022230000; Space Invader PA_0567, 117 rue Haxo; Space Invader PA_0567;PA_0567; PA;, 117 rue Haxo; 117 rue Haxo;
48.8594260000; 2.4027890000; Space Invader PA_0119  PA_0824, 102 rue de Bagnolet; Space Invader PA_0119;PA_0119; PA;  PA_0824, 102 rue de Bagnolet;  PA_0824, 102 rue de Bagnolet;X
48.8273720000; 2.3347410000; Space Invader PA_0316  PA_0940, rue des Artistes; Space Invader PA_0316;PA_0316; PA;  PA_0940, rue des Artistes;  PA_0940, rue des Artistes;X
48.8271620000; 2.3366020000; Space Invader PA_0933, 11ter rue d'Alésia; Space Invader PA_0933;PA_0933; PA;, 11ter rue d'Alésia; 11ter rue d'Alésia;
48.8510630000; 2.3319250000; Space Invader PA_0180, 14 rue Madame; Space Invader PA_0180;PA_0180; PA;, 14 rue Madame; 14 rue Madame;
48.8758070000; 2.3605990000; Space Invader PA_1085, ancien Couvent des Récollets; Space Invader PA_1085;PA_1085; PA;, ancien Couvent des Récollets; ancien Couvent des Récollets;
48.8765220000; 2.3782050000; Space Invader PA_0671, 54 avenue Bolivar; Space Invader PA_0671;PA_0671; PA;, 54 avenue Bolivar; 54 avenue Bolivar;
48.8827850000; 2.3899450000; Space Invader PA_0649, 1 rue Gaston Pinot; Space Invader PA_0649;PA_0649; PA;, 1 rue Gaston Pinot; 1 rue Gaston Pinot;
48.8301680000; 2.3059310000; Space Invader PA_0405, face au 110 rue Castagnary; Space Invader PA_0405;PA_0405; PA;, face au 110 rue Castagnary; face au 110 rue Castagnary;
48.8657870000; 2.3975940000; Space Invader PA_0008  PA_1083, Impasse Cordon-Boussard; Space Invader PA_0008;PA_0008; PA;  PA_1083, Impasse Cordon-Boussard;  PA_1083, Impasse Cordon-Boussard;X
48.8702680000; 2.3564260000; Space Invader PA_1084, 36 rue du Faubourg Saint-Martin; Space Invader PA_1084;PA_1084; PA;, 36 rue du Faubourg Saint-Martin; 36 rue du Faubourg Saint-Martin;
48.8874310000; 2.3472430000; Space Invader PA_1052, rue du Chevalier de la Barre; Space Invader PA_1052;PA_1052; PA;, rue du Chevalier de la Barre; rue du Chevalier de la Barre;
48.8840360000; 2.3282200000; Space Invader PA_0439, 134 boulevard de Clichy; Space Invader PA_0439;PA_0439; PA;, 134 boulevard de Clichy; 134 boulevard de Clichy;
48.8302370000; 2.3466280000; Space Invader PA_0938, face au 91 boulevard Auguste Blanqui; Space Invader PA_0938;PA_0938; PA;, face au 91 boulevard Auguste Blanqui; face au 91 boulevard Auguste Blanqui;
48.8572170000; 2.3617490000; Space Invader PA_0482, 24 rue Pavée; Space Invader PA_0482;PA_0482; PA;, 24 rue Pavée; 24 rue Pavée;
48.8582130000; 2.3550710000; Space Invader PA_1063, 28 rue des Archives; Space Invader PA_1063;PA_1063; PA;, 28 rue des Archives; 28 rue des Archives;
48.8510370000; 2.3479960000; Space Invader PA_1086, 2 rue des Anglais; Space Invader PA_1086;PA_1086; PA;, 2 rue des Anglais; 2 rue des Anglais;
48.8618530000; 2.3700500000; Space Invader PA_0861, 30 passage Saint-Sebastien; Space Invader PA_0861;PA_0861; PA;, 30 passage Saint-Sebastien; 30 passage Saint-Sebastien;
48.8865590000; 2.3323800000; Space Invader PA_0197, cimetière de Montmartre; Space Invader PA_0197;PA_0197; PA;, cimetière de Montmartre; cimetière de Montmartre;
48.8181660000; 2.4554900000; Space Invader PA_0269, sur le Chasseur à pied de la Redoute de Gravelle; Space Invader PA_0269;PA_0269; PA;, sur le Chasseur à pied de la Redoute de Gravelle; sur le Chasseur à pied de la Redoute de Gravelle;
48.8529520000; 2.4079120000; Space Invader PA_0753, 120 rue d'Avron; Space Invader PA_0753;PA_0753; PA;, 120 rue d'Avron; 120 rue d'Avron;
48.8527820000; 2.3464840000; Space Invader PA_1087, 1 rue de la Huchette; Space Invader PA_1087;PA_1087; PA;, 1 rue de la Huchette; 1 rue de la Huchette;
48.8664240000; 2.3328640000; Space Invader PA_0359, 45 rue Saint-Roch; Space Invader PA_0359;PA_0359; PA;, 45 rue Saint-Roch; 45 rue Saint-Roch;
48.8527340000; 2.3392400000; Space Invader PA_0795, 8 cour du Commerce Saint-André; Space Invader PA_0795;PA_0795; PA;, 8 cour du Commerce Saint-André; 8 cour du Commerce Saint-André;
48.8605050000; 2.4397180000; Space Invader PA_0751, 11 rue Girardot; Space Invader PA_0751;PA_0751; PA;, 11 rue Girardot; 11 rue Girardot;
48.8531980000; 2.3265410000; Space Invader PA_0374, 29 boulevard Raspail; Space Invader PA_0374;PA_0374; PA;, 29 boulevard Raspail; 29 boulevard Raspail;
48.8508120000; 2.3844820000; Space Invader PA_0944, 10 rue Faidherbe; Space Invader PA_0944;PA_0944; PA;, 10 rue Faidherbe; 10 rue Faidherbe;
48.8547640000; 2.3990580000; Space Invader PA_0828, 38 rue de Terre Neuve; Space Invader PA_0828;PA_0828; PA;, 38 rue de Terre Neuve; 38 rue de Terre Neuve;
48.8549060000; 2.3990890000; Space Invader PA_0871, 29 rue de Terre Neuve; Space Invader PA_0871;PA_0871; PA;, 29 rue de Terre Neuve; 29 rue de Terre Neuve;
48.8571190000; 2.3954690000; Space Invader PA_0715, 3 Cité Aubry; Space Invader PA_0715;PA_0715; PA;, 3 Cité Aubry; 3 Cité Aubry;
48.8536210000; 2.3896300000; Space Invader PA_0908, 10 cité Beauharnais; Space Invader PA_0908;PA_0908; PA;, 10 cité Beauharnais; 10 cité Beauharnais;
48.8567840000; 2.2729680000; Space Invader PA_1038, 5 rue Pajou; Space Invader PA_1038;PA_1038; PA;, 5 rue Pajou; 5 rue Pajou;
48.8748630000; 2.3824390000; Space Invader PA_0670, 17 rue de l'Équerre; Space Invader PA_0670;PA_0670; PA;, 17 rue de l'Équerre; 17 rue de l'Équerre;
48.8561370000; 2.4248490000; Space Invader PA_0877, 146 rue de Paris; Space Invader PA_0877;PA_0877; PA;, 146 rue de Paris; 146 rue de Paris;
48.8254520000; 2.3538160000; Space Invader PA_0875, 2 rue des Peupliers; Space Invader PA_0875;PA_0875; PA;, 2 rue des Peupliers; 2 rue des Peupliers;
48.8517850000; 2.3366080000; Space Invader PA_1076, Marché Saint-Germain; Space Invader PA_1076;PA_1076; PA;, Marché Saint-Germain; Marché Saint-Germain;
48.8720530000; 2.3089720000; Space Invader PA_1089, 79 rue de la Boétie; Space Invader PA_1089;PA_1089; PA;, 79 rue de la Boétie; 79 rue de la Boétie;
48.8475170000; 2.2680780000; Space Invader PA_0650, 1 rue Desaugiers; Space Invader PA_0650;PA_0650; PA;, 1 rue Desaugiers; 1 rue Desaugiers;
48.8684000000; 2.3793760000; Space Invader PA_0073, 93 rue Jean-Pierre Timbaud; Space Invader PA_0073;PA_0073; PA;, 93 rue Jean-Pierre Timbaud; 93 rue Jean-Pierre Timbaud;
48.8646850000; 2.4012480000; Space Invader PA_1045, 3 rue de la Chine; Space Invader PA_1045;PA_1045; PA;, 3 rue de la Chine; 3 rue de la Chine;
48.8638720000; 2.3859760000; Space Invader PA_0280, 8 rue Spinoza; Space Invader PA_0280;PA_0280; PA;, 8 rue Spinoza; 8 rue Spinoza;
48.8320370000; 2.2903550000; Space Invader PA_0357, 21 boulevard Lefebvre; Space Invader PA_0357;PA_0357; PA;, 21 boulevard Lefebvre; 21 boulevard Lefebvre;
48.8828810000; 2.3719150000; Space Invader PA_1091, fontaine du Conservatoire Municipal du 19e; Space Invader PA_1091;PA_1091; PA;, fontaine du Conservatoire Municipal du 19e; fontaine du Conservatoire Municipal du 19e;
48.8756690000; 2.3820550000; Space Invader PA_1092, 18-20 rue Pradier; Space Invader PA_1092;PA_1092; PA;, 18-20 rue Pradier; 18-20 rue Pradier;
48.8750580000; 2.3193180000; Space Invader PA_1025, 5 place Saint-Augustin; Space Invader PA_1025;PA_1025; PA;, 5 place Saint-Augustin; 5 place Saint-Augustin;
48.8473630000; 2.3950580000; Space Invader PA_1095, 18ter rue Jaucourt; Space Invader PA_1095;PA_1095; PA;, 18ter rue Jaucourt; 18ter rue Jaucourt;
48.8618170000; 2.3644110000; Space Invader PA_1094, 132 rue Vieille du Temple; Space Invader PA_1094;PA_1094; PA;, 132 rue Vieille du Temple; 132 rue Vieille du Temple;
48.8737960000; 2.3829380000; Space Invader PA_0221, 91 rue Rebeval; Space Invader PA_0221;PA_0221; PA;, 91 rue Rebeval; 91 rue Rebeval;
48.8586580000; 2.4028830000; Space Invader PA_0771, 132 rue des Pyrénées; Space Invader PA_0771;PA_0771; PA;, 132 rue des Pyrénées; 132 rue des Pyrénées;
48.8850390000; 2.3546150000; Space Invader PA_0906, 9 rue de la Goutte d'Or; Space Invader PA_0906;PA_0906; PA;, 9 rue de la Goutte d'Or; 9 rue de la Goutte d'Or;
48.8915980000; 2.3446640000; Space Invader PA_0111, école primaire Hermel; Space Invader PA_0111;PA_0111; PA;, école primaire Hermel; école primaire Hermel;
48.8886620000; 2.3465700000; Space Invader PA_1061, 29 rue ramey; Space Invader PA_1061;PA_1061; PA;, 29 rue ramey; 29 rue ramey;
48.8421830000; 2.3303380000; Space invader PA_0851, 14 Bis rue de la Grande Chaumière; Space invader PA_0851;PA_0851; PA;, 14 Bis rue de la Grande Chaumière; 14 Bis rue de la Grande Chaumière;
48.8355460000; 2.4946960000; Space Invader PA_0520, viaduc rue Jacques Kablé; Space Invader PA_0520;PA_0520; PA;, viaduc rue Jacques Kablé; viaduc rue Jacques Kablé;
48.8726300000; 2.3240960000; Space Invader PA_0776, 14 rue Castellane; Space Invader PA_0776;PA_0776; PA;, 14 rue Castellane; 14 rue Castellane;
48.8681240000; 2.3248190000; Space Invader PA_0952, 4 rue du Chevalier de Saint-Georges; Space Invader PA_0952;PA_0952; PA;, 4 rue du Chevalier de Saint-Georges; 4 rue du Chevalier de Saint-Georges;
48.8267700000; 2.4663030000; Space Invader PA_1055, bretelle de sortie de l'autoroute de l'Est; Space Invader PA_1055;PA_1055; PA;, bretelle de sortie de l'autoroute de l'Est; bretelle de sortie de l'autoroute de l'Est;
48.8519540000; 2.4012550000; Space Invader PA_0831, métro Buzenval; Space Invader PA_0831;PA_0831; PA;, métro Buzenval; métro Buzenval;
48.8615270000; 2.3412500000; Space Invader PA_1097, 20 rue du Louvre; Space Invader PA_1097;PA_1097; PA;, 20 rue du Louvre; 20 rue du Louvre;
48.8411550000; 2.3560970000; Space Invader PA_1088, 77 rue Buffon; Space Invader PA_1088;PA_1088; PA;, 77 rue Buffon; 77 rue Buffon;
48.8425920000; 2.3861570000; Space Invader PA_0215  PA_1056, 0 rue Montgallet; Space Invader PA_0215;PA_0215; PA;  PA_1056, 0 rue Montgallet;  PA_1056, 0 rue Montgallet;X
48.8696390000; 2.4304600000; Space Invader PA_1096, 18 rue des Lilas ou presque; Space Invader PA_1096;PA_1096; PA;, 18 rue des Lilas ou presque; 18 rue des Lilas ou presque;
48.8797820000; 2.3995010000; Space Invader PA_0985, 52 boulevard Sérurier; Space Invader PA_0985;PA_0985; PA;, 52 boulevard Sérurier; 52 boulevard Sérurier;
48.8701720000; 2.3955430000; Space Invader PA_0516, 129-133 rue de Ménilmontant; Space Invader PA_0516;PA_0516; PA;, 129-133 rue de Ménilmontant; 129-133 rue de Ménilmontant;
48.8366770000; 2.2787820000; Space Invader PA_0594, place Balard; Space Invader PA_0594;PA_0594; PA;, place Balard; place Balard;
48.8673720000; 2.3191470000; Space Invader PA_1080, Espace Pierre Cardin; Space Invader PA_1080;PA_1080; PA;, Espace Pierre Cardin; Espace Pierre Cardin;
48.8560310000; 2.4058920000; Space Invader PA_0830, 68 rue des Orteaux; Space Invader PA_0830;PA_0830; PA;, 68 rue des Orteaux; 68 rue des Orteaux;
48.8269050000; 2.5088850000; Space Invader PA_0524, 244 avenue du Général de Gaulle; Space Invader PA_0524;PA_0524; PA;, 244 avenue du Général de Gaulle; 244 avenue du Général de Gaulle;
48.8160640000; 2.3570220000; Space Invader PA_0426, face au pavillon d'Italie; Space Invader PA_0426;PA_0426; PA;, face au pavillon d'Italie; face au pavillon d'Italie;
48.8462130000; 2.3780050000; Space Invader PA_0768, 42 boulevard Diderot; Space Invader PA_0768;PA_0768; PA;, 42 boulevard Diderot; 42 boulevard Diderot;
48.8525270000; 2.3893160000; Space Invader PA_1098, 1 cité Voltaire; Space Invader PA_1098;PA_1098; PA;, 1 cité Voltaire; 1 cité Voltaire;
48.8589340000; 2.3299370000; Space Invader PA_0880, 4 rue de Beaune; Space Invader PA_0880;PA_0880; PA;, 4 rue de Beaune; 4 rue de Beaune;
48.8718120000; 2.3099150000; Space Invader PA_0423, 63 avenue Franklin Delano Roosevelt; Space Invader PA_0423;PA_0423; PA;, 63 avenue Franklin Delano Roosevelt; 63 avenue Franklin Delano Roosevelt;
48.8722870000; 2.3135150000; Space Invader PA_1073, 41 rue de Penthièvre; Space Invader PA_1073;PA_1073; PA;, 41 rue de Penthièvre; 41 rue de Penthièvre;
48.8417760000; 2.3634710000; Space Invader PA_0936, boulevard de l'Hôpital sous le métro; Space Invader PA_0936;PA_0936; PA;, boulevard de l'Hôpital sous le métro; boulevard de l'Hôpital sous le métro;
48.8433390000; 2.2955860000; Space Invader PA_0596, 85 rue de la Croix Nivert; Space Invader PA_0596;PA_0596; PA;, 85 rue de la Croix Nivert; 85 rue de la Croix Nivert;
48.8646020000; 2.3719760000; Space Invader PA_0245, 47 rue Oberkampf; Space Invader PA_0245;PA_0245; PA;, 47 rue Oberkampf; 47 rue Oberkampf;
48.8557960000; 2.4230430000; Space Invader PA_0825, 186 rue de Paris; Space Invader PA_0825;PA_0825; PA;, 186 rue de Paris; 186 rue de Paris;
48.8558700000; 2.3597740000; Space Invader PA_0480, 14 rue du Roi de Sicile; Space Invader PA_0480;PA_0480; PA;, 14 rue du Roi de Sicile; 14 rue du Roi de Sicile;
48.8506450000; 2.3317680000; Space Invader PA_0181, 20-24 rue Madame; Space Invader PA_0181;PA_0181; PA;, 20-24 rue Madame; 20-24 rue Madame;
48.8737190000; 2.3098740000; Space Invader PA_0892, 7 avenue Myron Herrick; Space Invader PA_0892;PA_0892; PA;, 7 avenue Myron Herrick; 7 avenue Myron Herrick;
48.8501650000; 2.3629630000; Space Invader PA_0925, 17 boulevard Morland; Space Invader PA_0925;PA_0925; PA;, 17 boulevard Morland; 17 boulevard Morland;
48.8229330000; 2.3650820000; Space Invader PA_0350, école primaire de l'avenue d'Ivry; Space Invader PA_0350;PA_0350; PA;, école primaire de l'avenue d'Ivry; école primaire de l'avenue d'Ivry;
48.8699770000; 2.3115830000; Space Invader PA_1101, 7 avenue Matignon; Space Invader PA_1101;PA_1101; PA;, 7 avenue Matignon; 7 avenue Matignon;
48.8589050000; 2.3623210000; Space Invader PA_1102, place de Thorigny; Space Invader PA_1102;PA_1102; PA;, place de Thorigny; place de Thorigny;
48.8684960000; 2.3884930000; Space Invader PA_0680, 4 rue de la Mare; Space Invader PA_0680;PA_0680; PA;, 4 rue de la Mare; 4 rue de la Mare;
48.8655230000; 2.3366740000; Space Invader PA_0167  PA_0168, 37 rue Richelieu; Space Invader PA_0167;PA_0167; PA;  PA_0168, 37 rue Richelieu;  PA_0168, 37 rue Richelieu;X
48.8268480000; 2.3637560000; Space Invader PA_1108, 98 rue de Tolbiac; Space Invader PA_1108;PA_1108; PA;, 98 rue de Tolbiac; 98 rue de Tolbiac;
48.8291590000; 2.3534030000; Space Invader PA_1103, 3 passage du Moulin des Prés; Space Invader PA_1103;PA_1103; PA;, 3 passage du Moulin des Prés; 3 passage du Moulin des Prés;
48.8510270000; 2.3396810000; Space Invader PA_0229, rue Antoine Dubois; Space Invader PA_0229;PA_0229; PA;, rue Antoine Dubois; rue Antoine Dubois;
48.8616700000; 2.3624420000; Space Invader PA_0376, 28 rue de Poitou; Space Invader PA_0376;PA_0376; PA;, 28 rue de Poitou; 28 rue de Poitou;
48.8532570000; 2.3426960000; Space Invader PA_1107, place Saint-André des Arts; Space Invader PA_1107;PA_1107; PA;, place Saint-André des Arts; place Saint-André des Arts;
48.8953000000; 2.3459100000; Space Invader PA_1232, 102 rue du Mont Cenis; Space Invader PA_1232;PA_1232; PA;, 102 rue du Mont Cenis; 102 rue du Mont Cenis;
48.8845920000; 2.3634430000; Space Invader PA_1105, 16 boulevard de la Chapelle; Space Invader PA_1105;PA_1105; PA;, 16 boulevard de la Chapelle; 16 boulevard de la Chapelle;
48.8909010000; 2.3454180000; Space Invader PA_1106, 1 rue Ferdinand Flocon; Space Invader PA_1106;PA_1106; PA;, 1 rue Ferdinand Flocon; 1 rue Ferdinand Flocon;
48.8233100000; 2.3655080000; Space Invader PA_1109, 51 avenue d'Ivry; Space Invader PA_1109;PA_1109; PA;, 51 avenue d'Ivry; 51 avenue d'Ivry;
48.8783050000; 2.3426570000; Space Invader PA_1319, 1 rue de l'agent Bailly; Space Invader PA_1319;PA_1319; PA;, 1 rue de l'agent Bailly; 1 rue de l'agent Bailly;
48.8841150000; 2.3388400000; Space Invader PA_1053, 8 place des Abbesses; Space Invader PA_1053;PA_1053; PA;, 8 place des Abbesses; 8 place des Abbesses;
48.8457880000; 2.4138530000; Space Invader PA_1110, direction de la Voirie et des Déplacements; Space Invader PA_1110;PA_1110; PA;, direction de la Voirie et des Déplacements; direction de la Voirie et des Déplacements;
48.8342430000; 2.3644090000; Space Invader PA_1104, 68 rue Jenner; Space Invader PA_1104;PA_1104; PA;, 68 rue Jenner; 68 rue Jenner;
48.8851130000; 2.3268650000; Space Invader PA_1114, impasse de la Défense; Space Invader PA_1114;PA_1114; PA;, impasse de la Défense; impasse de la Défense;
48.8816730000; 2.2713230000; Space Invader PA_1111, 80 avenue Charles de Gaulle; Space Invader PA_1111;PA_1111; PA;, 80 avenue Charles de Gaulle; 80 avenue Charles de Gaulle;
48.8758310000; 2.3836080000; Space Invader PA_0738, 20 rue Clavel; Space Invader PA_0738;PA_0738; PA;, 20 rue Clavel; 20 rue Clavel;
48.8401200000; 2.3149800000; Space Invader PA_0848, 1 rue de l'Armorique; Space Invader PA_0848;PA_0848; PA;, 1 rue de l'Armorique; 1 rue de l'Armorique;
48.8775190000; 2.3655070000; Space Invader PA_0499, pont Eugène-Varlin; Space Invader PA_0499;PA_0499; PA;, pont Eugène-Varlin; pont Eugène-Varlin;
48.8898490000; 2.2501820000; Space Invader PA_1112, place de l'Iris; Space Invader PA_1112;PA_1112; PA;, place de l'Iris; place de l'Iris;
48.8522930000; 2.4042600000; Space Invader PA_1116, 74 rue d'Avron; Space Invader PA_1116;PA_1116; PA;, 74 rue d'Avron; 74 rue d'Avron;
48.8277650000; 2.3528810000; Space Invader PA_0055, 43 rue du Moulin des Prés; Space Invader PA_0055;PA_0055; PA;, 43 rue du Moulin des Prés; 43 rue du Moulin des Prés;
48.8544420000; 2.2654820000; Space Invader PA_0692, 24 rue du Docteur Blanche; Space Invader PA_0692;PA_0692; PA;, 24 rue du Docteur Blanche; 24 rue du Docteur Blanche;
48.8410100000; 2.3988840000; Space Invader PA_1120, 84 rue de Picpus; Space Invader PA_1120;PA_1120; PA;, 84 rue de Picpus; 84 rue de Picpus;
48.8522710000; 2.3012910000; Space Invader PA_0381, place Joffre, allée Thomy Thierry; Space Invader PA_0381;PA_0381; PA;, place Joffre, allée Thomy Thierry; place Joffre, allée Thomy Thierry;
48.8715670000; 2.3849690000; Space Invader PA_0467, parc de Belleville; Space Invader PA_0467;PA_0467; PA;, parc de Belleville; parc de Belleville;
48.8473430000; 2.4035800000; Space Invader PA_1121, 52 cours de Vincennes; Space Invader PA_1121;PA_1121; PA;, 52 cours de Vincennes; 52 cours de Vincennes;
48.8681940000; 2.3836770000; Space Invader PA_1028, 9 rue des Maronites; Space Invader PA_1028;PA_1028; PA;, 9 rue des Maronites; 9 rue des Maronites;
48.8201420000; 2.4842180000; Space Invader PA_0608, 1 avenue du Général de Gaulle; Space Invader PA_0608;PA_0608; PA;, 1 avenue du Général de Gaulle; 1 avenue du Général de Gaulle;
48.8602270000; 2.3637580000; Space Invader PA_1127, 10 rue du Roi Doré; Space Invader PA_1127;PA_1127; PA;, 10 rue du Roi Doré; 10 rue du Roi Doré;
48.8341960000; 2.3056860000; Space Invader PA_1123, 1 rue Santos-Dumont; Space Invader PA_1123;PA_1123; PA;, 1 rue Santos-Dumont; 1 rue Santos-Dumont;
48.8711750000; 2.3243060000; Space Invader PA_1126, 27 place de la Madeleine; Space Invader PA_1126;PA_1126; PA;, 27 place de la Madeleine; 27 place de la Madeleine;
48.8503500000; 2.3318850000; Space Invader PA_0183, 19 rue de Mézières; Space Invader PA_0183;PA_0183; PA;, 19 rue de Mézières; 19 rue de Mézières;
48.8962600000; 2.3844980000; Space Invader PA_1122, avenue Corentin Cariou; Space Invader PA_1122;PA_1122; PA;, avenue Corentin Cariou; avenue Corentin Cariou;
48.8914740000; 2.2855380000; Space Invader PA_0915, 69 rue Anatole France; Space Invader PA_0915;PA_0915; PA;, 69 rue Anatole France; 69 rue Anatole France;
48.8731410000; 2.3394790000; Space Invader PA_1124, 11 rue Chauchat; Space Invader PA_1124;PA_1124; PA;, 11 rue Chauchat; 11 rue Chauchat;
48.8396170000; 2.3959180000; Space Invader PA_1131, est de la Fontaine au Lions; Space Invader PA_1131;PA_1131; PA;, est de la Fontaine au Lions; est de la Fontaine au Lions;
48.8586450000; 2.3585030000; Space Invader PA_0034, 61 rue Vieille du Temple; Space Invader PA_0034;PA_0034; PA;, 61 rue Vieille du Temple; 61 rue Vieille du Temple;
48.8742850000; 2.3305770000; Space Invader PA_1125, 88 rue de Provence; Space Invader PA_1125;PA_1125; PA;, 88 rue de Provence; 88 rue de Provence;
48.8271820000; 2.3669770000; Space Invader PA_1134, 74 rue de Tolbiac; Space Invader PA_1134;PA_1134; PA;, 74 rue de Tolbiac; 74 rue de Tolbiac;
48.8471820000; 2.3750010000; Space Invader PA_1129, 19 rue Parrot; Space Invader PA_1129;PA_1129; PA;, 19 rue Parrot; 19 rue Parrot;
48.8445400000; 2.3723610000; Space Invader PA_1130, face au 194 rue de Bercy; Space Invader PA_1130;PA_1130; PA;, face au 194 rue de Bercy; face au 194 rue de Bercy;
48.8492420000; 2.3895100000; Space Invader PA_1135, 36 rue Tillier; Space Invader PA_1135;PA_1135; PA;, 36 rue Tillier; 36 rue Tillier;
48.8363880000; 2.3908020000; Space Invader PA_1132, 26 rue Coriolis; Space Invader PA_1132;PA_1132; PA;, 26 rue Coriolis; 26 rue Coriolis;
48.8688410000; 2.3371020000; Space Invader PA_0894, 11 rue Saint-Augustin; Space Invader PA_0894;PA_0894; PA;, 11 rue Saint-Augustin; 11 rue Saint-Augustin;
48.8550630000; 2.3367690000; Space Invader PA_0006, 40 rue de Seine; Space Invader PA_0006;PA_0006; PA;, 40 rue de Seine; 40 rue de Seine;
49.0044100000; 2.5672160000; Space Invader PA_1117, Terminal 2D Porte 6; Space Invader PA_1117;PA_1117; PA;, Terminal 2D Porte 6; Terminal 2D Porte 6;
48.8617970000; 2.3652880000; Space Invader PA_1064, 16 rue Froissart; Space Invader PA_1064;PA_1064; PA;, 16 rue Froissart; 16 rue Froissart;
48.8601020000; 2.3608830000; Space Invader PA_0407, 93 rue Vieille du Temple; Space Invader PA_0407;PA_0407; PA;, 93 rue Vieille du Temple; 93 rue Vieille du Temple;
48.8513750000; 2.3482570000; Space Invader PA_0155, 16 rue des Trois Portes; Space Invader PA_0155;PA_0155; PA;, 16 rue des Trois Portes; 16 rue des Trois Portes;
